year,week,week_start,metric,vax,value
2021,18,2021-05-02,cases,vax,18.79822548045089
2021,18,2021-05-02,cases,unvax,238.0584047057229
2021,18,2021-05-02,hosp,vax,1.116906332494886
2021,18,2021-05-02,hosp,unvax,21.501652040992994
2021,18,2021-05-02,deaths,vax,0.25512410572062566
2021,18,2021-05-02,deaths,unvax,2.498226078839226
2021,19,2021-05-09,cases,vax,13.873460482011136
2021,19,2021-05-09,cases,unvax,175.88249046963946
2021,19,2021-05-09,hosp,vax,0.8448346027488505
2021,19,2021-05-09,hosp,unvax,16.785092201149297
2021,19,2021-05-09,deaths,vax,0.10820753294734713
2021,19,2021-05-09,deaths,unvax,2.1125998985286154
2021,20,2021-05-16,cases,vax,12.13197620883285
2021,20,2021-05-16,cases,unvax,135.99546662448103
2021,20,2021-05-16,hosp,vax,1.1765937913162725
2021,20,2021-05-16,hosp,unvax,16.36829733053936
2021,20,2021-05-16,deaths,vax,0.06411799778178737
2021,20,2021-05-16,deaths,unvax,2.250199983706469
2021,21,2021-05-23,cases,vax,6.981424998712228
2021,21,2021-05-23,cases,unvax,79.31214664954035
2021,21,2021-05-23,hosp,vax,0.5055927002953956
2021,21,2021-05-23,hosp,unvax,9.50128137671333
2021,21,2021-05-23,deaths,vax,0.04224328718222869
2021,21,2021-05-23,deaths,unvax,1.3151395425711012
2021,22,2021-05-30,cases,vax,4.691344873008587
2021,22,2021-05-30,cases,unvax,56.49990758622967
2021,22,2021-05-30,hosp,vax,0.6146257097151164
2021,22,2021-05-30,hosp,unvax,8.203544862140147
2021,22,2021-05-30,deaths,vax,0.11102268854233946
2021,22,2021-05-30,deaths,unvax,0.9626852540517759
2021,23,2021-06-06,cases,vax,3.7788955693619113
2021,23,2021-06-06,cases,unvax,40.858022538703096
2021,23,2021-06-06,hosp,vax,0.5851050489285564
2021,23,2021-06-06,hosp,unvax,5.316472963512851
2021,23,2021-06-06,deaths,vax,0.02074616825368976
2021,23,2021-06-06,deaths,unvax,0.6611496535943366
2021,24,2021-06-13,cases,vax,4.882302373566236
2021,24,2021-06-13,cases,unvax,31.941596283103745
2021,24,2021-06-13,hosp,vax,0.6493481988533046
2021,24,2021-06-13,hosp,unvax,4.560268940293637
2021,24,2021-06-13,deaths,vax,0.06739893097666377
2021,24,2021-06-13,deaths,unvax,0.22650314076897127
2021,25,2021-06-20,cases,vax,3.64142299191362
2021,25,2021-06-20,cases,unvax,27.674113160218507
2021,25,2021-06-20,hosp,vax,0.3984684122254939
2021,25,2021-06-20,hosp,unvax,4.343629432271281
2021,25,2021-06-20,deaths,vax,0.06775837579395103
2021,25,2021-06-20,deaths,unvax,0.35797843053161876
2021,26,2021-06-27,cases,vax,5.323625974206214
2021,26,2021-06-27,cases,unvax,29.105709253244093
2021,26,2021-06-27,hosp,vax,0.44857682932427323
2021,26,2021-06-27,hosp,unvax,3.904462488811701
2021,26,2021-06-27,deaths,vax,0.020477939759352366
2021,26,2021-06-27,deaths,unvax,0.31402569158143767
2021,27,2021-07-04,cases,vax,7.074559567642421
2021,27,2021-07-04,cases,unvax,38.56876625020747
2021,27,2021-07-04,hosp,vax,0.4666292517327736
2021,27,2021-07-04,hosp,unvax,5.00482159998198
2021,27,2021-07-04,deaths,vax,0.02042790784357978
2021,27,2021-07-04,deaths,unvax,0.5087862507310262
2021,28,2021-07-11,cases,vax,13.669316247198145
2021,28,2021-07-11,cases,unvax,62.51979527273287
2021,28,2021-07-11,hosp,vax,0.8002533354377559
2021,28,2021-07-11,hosp,unvax,9.797886225085815
2021,28,2021-07-11,deaths,vax,0.040779003751068924
2021,28,2021-07-11,deaths,unvax,1.867564690098501
2021,29,2021-07-18,cases,vax,24.758405327660036
2021,29,2021-07-18,cases,unvax,101.54379799922089
2021,29,2021-07-18,hosp,vax,1.210608362074556
2021,29,2021-07-18,hosp,unvax,11.118561334558475
2021,29,2021-07-18,deaths,vax,0.08141679620903033
2021,29,2021-07-18,deaths,unvax,0.7548090861478749
2021,30,2021-07-25,cases,vax,43.695193894968554
2021,30,2021-07-25,cases,unvax,161.3111557267406
2021,30,2021-07-25,hosp,vax,1.473231531470594
2021,30,2021-07-25,hosp,unvax,14.179666060758
2021,30,2021-07-25,deaths,vax,0.26418417541790457
2021,30,2021-07-25,deaths,unvax,1.768487622333409
2021,31,2021-08-01,cases,vax,65.45384062665033
2021,31,2021-08-01,cases,unvax,226.89715314100314
2021,31,2021-08-01,hosp,vax,1.9072336402638397
2021,31,2021-08-01,hosp,unvax,21.23227707867923
2021,31,2021-08-01,deaths,vax,0.20727869412275832
2021,31,2021-08-01,deaths,unvax,2.4635779959025355
2021,32,2021-08-08,cases,vax,83.21972676639764
2021,32,2021-08-08,cases,unvax,287.1819018808018
2021,32,2021-08-08,hosp,vax,2.7004025080382754
2021,32,2021-08-08,hosp,unvax,25.94575032472884
2021,32,2021-08-08,deaths,vax,0.4690160280374074
2021,32,2021-08-08,deaths,unvax,3.6308100043121394
2021,33,2021-08-15,cases,vax,106.39611742709737
2021,33,2021-08-15,cases,unvax,356.13006903243763
2021,33,2021-08-15,hosp,vax,3.2711227492100514
2021,33,2021-08-15,hosp,unvax,31.077027989335203
2021,33,2021-08-15,deaths,vax,0.5889321655987452
2021,33,2021-08-15,deaths,unvax,4.5693274223043385
2021,34,2021-08-22,cases,vax,109.43048772642999
2021,34,2021-08-22,cases,unvax,365.52832343866635
2021,34,2021-08-22,hosp,vax,3.652231468064936
2021,34,2021-08-22,hosp,unvax,29.8480008831961
2021,34,2021-08-22,deaths,vax,0.7881382983965495
2021,34,2021-08-22,deaths,unvax,4.9837597477991205
2021,35,2021-08-29,cases,vax,129.01850713083854
2021,35,2021-08-29,cases,unvax,426.05102806202194
2021,35,2021-08-29,hosp,vax,3.744930176609491
2021,35,2021-08-29,hosp,unvax,34.65411193199269
2021,35,2021-08-29,deaths,vax,0.6108071412381761
2021,35,2021-08-29,deaths,unvax,6.565616762395125
2021,36,2021-09-05,cases,vax,127.94396429196966
2021,36,2021-09-05,cases,unvax,448.11212679619587
2021,36,2021-09-05,hosp,vax,3.8638447908080114
2021,36,2021-09-05,hosp,unvax,38.44047835046955
2021,36,2021-09-05,deaths,vax,0.6952001322691113
2021,36,2021-09-05,deaths,unvax,7.927133781185827
2021,37,2021-09-12,cases,vax,153.27466506683365
2021,37,2021-09-12,cases,unvax,518.7467492948188
2021,37,2021-09-12,hosp,vax,4.943735188213387
2021,37,2021-09-12,hosp,unvax,43.74064849364793
2021,37,2021-09-12,deaths,vax,1.0643756666616773
2021,37,2021-09-12,deaths,unvax,9.086627037861852
2021,38,2021-09-19,cases,vax,159.6062666565801
2021,38,2021-09-19,cases,unvax,567.0980286849834
2021,38,2021-09-19,hosp,vax,4.882668834092379
2021,38,2021-09-19,hosp,unvax,41.62613418083423
2021,38,2021-09-19,deaths,vax,1.0368316997420441
2021,38,2021-09-19,deaths,unvax,7.6290469049191225
2021,39,2021-09-26,cases,vax,204.75267827705204
2021,39,2021-09-26,cases,unvax,676.0831645409353
2021,39,2021-09-26,hosp,vax,5.947489107596985
2021,39,2021-09-26,hosp,unvax,46.522158472994676
2021,39,2021-09-26,deaths,vax,1.2136077842613011
2021,39,2021-09-26,deaths,unvax,9.5934021135489
2021,40,2021-10-03,cases,vax,209.84723105696511
2021,40,2021-10-03,cases,unvax,691.5593612423575
2021,40,2021-10-03,hosp,vax,5.631962274852115
2021,40,2021-10-03,hosp,unvax,50.161140392479794
2021,40,2021-10-03,deaths,vax,1.218502878438069
2021,40,2021-10-03,deaths,unvax,11.636101110626084
2021,41,2021-10-10,cases,vax,175.59346543274037
2021,41,2021-10-10,cases,unvax,584.5020839707033
2021,41,2021-10-10,hosp,vax,5.057221454132736
2021,41,2021-10-10,hosp,unvax,46.95964744104777
2021,41,2021-10-10,deaths,vax,1.346141225733662
2021,41,2021-10-10,deaths,unvax,9.947631890680027
2021,42,2021-10-17,cases,vax,162.41084425844582
2021,42,2021-10-17,cases,unvax,518.6698803617453
2021,42,2021-10-17,hosp,vax,4.857817875144615
2021,42,2021-10-17,hosp,unvax,41.75706821500519
2021,42,2021-10-17,deaths,vax,1.4561710083030157
2021,42,2021-10-17,deaths,unvax,10.563059216736093
2021,43,2021-10-24,cases,vax,208.34808810362284
2021,43,2021-10-24,cases,unvax,620.7707252947771
2021,43,2021-10-24,hosp,vax,6.306978981359515
2021,43,2021-10-24,hosp,unvax,50.59045862333252
2021,43,2021-10-24,deaths,vax,1.7295107657421878
2021,43,2021-10-24,deaths,unvax,9.719744391281704
2021,44,2021-10-31,cases,vax,281.3680881800781
2021,44,2021-10-31,cases,unvax,788.8507822528211
2021,44,2021-10-31,hosp,vax,7.553710590123815
2021,44,2021-10-31,hosp,unvax,63.52621465305003
2021,44,2021-10-31,deaths,vax,1.7694290919400637
2021,44,2021-10-31,deaths,unvax,15.377251282611834
2021,45,2021-11-07,cases,vax,333.1494440743942
2021,45,2021-11-07,cases,unvax,935.8552837513737
2021,45,2021-11-07,hosp,vax,9.334952372058492
2021,45,2021-11-07,hosp,unvax,76.73240578805907
2021,45,2021-11-07,deaths,vax,2.1584977649581374
2021,45,2021-11-07,deaths,unvax,19.148362926142603
2021,46,2021-11-14,cases,vax,346.2303196376382
2021,46,2021-11-14,cases,unvax,958.6665814644812
2021,46,2021-11-14,hosp,vax,7.9874393718708285
2021,46,2021-11-14,hosp,unvax,80.56045068950465
2021,46,2021-11-14,deaths,vax,1.670871729027796
2021,46,2021-11-14,deaths,unvax,21.18402691494376
2021,47,2021-11-21,cases,vax,298.2597052569786
2021,47,2021-11-21,cases,unvax,840.6682255342175
2021,47,2021-11-21,hosp,vax,9.276940266501903
2021,47,2021-11-21,hosp,unvax,82.69859632631798
2021,47,2021-11-21,deaths,vax,2.244131394653278
2021,47,2021-11-21,deaths,unvax,20.59010945719898
2021,48,2021-11-28,cases,vax,409.7733692596771
2021,48,2021-11-28,cases,unvax,1126.0657543241957
2021,48,2021-11-28,hosp,vax,9.493760950310476
2021,48,2021-11-28,hosp,unvax,96.32487891489644
2021,48,2021-11-28,deaths,vax,1.8117821960676999
2021,48,2021-11-28,deaths,unvax,22.00480303468494
2021,49,2021-12-05,cases,vax,270.0583492246054
2021,49,2021-12-05,cases,unvax,826.4238905275089
2021,49,2021-12-05,hosp,vax,6.831155693960154
2021,49,2021-12-05,hosp,unvax,87.71200264856161
2021,49,2021-12-05,deaths,vax,1.3653290569588608
2021,49,2021-12-05,deaths,unvax,21.35682831948244
2021,50,2021-12-12,cases,vax,270.20713558009123
2021,50,2021-12-12,cases,unvax,732.5355234720694
2021,50,2021-12-12,hosp,vax,5.927026698300308
2021,50,2021-12-12,hosp,unvax,74.544480496898
2021,50,2021-12-12,deaths,vax,1.0152371908357587
2021,50,2021-12-12,deaths,unvax,16.793682069264843
2021,51,2021-12-19,cases,vax,384.8600671445523
2021,51,2021-12-19,cases,unvax,682.6505883030638
2021,51,2021-12-19,hosp,vax,5.427114919504891
2021,51,2021-12-19,hosp,unvax,61.82004505535453
2021,51,2021-12-19,deaths,vax,0.7413291449821768
2021,51,2021-12-19,deaths,unvax,15.653287806094207
2021,52,2021-12-26,cases,vax,959.0937447780951
2021,52,2021-12-26,cases,unvax,1243.8616739194424
2021,52,2021-12-26,hosp,vax,9.751678788432187
2021,52,2021-12-26,hosp,unvax,62.13833962771188
2021,52,2021-12-26,deaths,vax,1.056680354918476
2021,52,2021-12-26,deaths,unvax,13.62049431345022
2022,01,2022-01-02,cases,vax,1712.90674803583
2022,01,2022-01-02,cases,unvax,2198.578209626059
2022,01,2022-01-02,hosp,vax,17.463215785651524
2022,01,2022-01-02,hosp,unvax,82.69171901655623
2022,01,2022-01-02,deaths,vax,2.0722291348517494
2022,01,2022-01-02,deaths,unvax,15.17626248686638
2022,02,2022-01-09,cases,vax,1500.2857873993662
2022,02,2022-01-09,cases,unvax,2462.3135571526786
2022,02,2022-01-09,hosp,vax,18.110456621560388
2022,02,2022-01-09,hosp,unvax,85.06065104327142
2022,02,2022-01-09,deaths,vax,2.1008171041005594
2022,02,2022-01-09,deaths,unvax,14.66391112287011
2022,03,2022-01-16,cases,vax,1258.5247184259028
2022,03,2022-01-16,cases,unvax,1554.1495709809296
2022,03,2022-01-16,hosp,vax,19.118501812180035
2022,03,2022-01-16,hosp,unvax,74.01887698407708
2022,03,2022-01-16,deaths,vax,1.7701203995643635
2022,03,2022-01-16,deaths,unvax,10.1714189485367
2022,04,2022-01-23,cases,vax,724.3445692487047
2022,04,2022-01-23,cases,unvax,989.269424034321
2022,04,2022-01-23,hosp,vax,15.649406699644894
2022,04,2022-01-23,hosp,unvax,64.98403462200221
2022,04,2022-01-23,deaths,vax,1.469582440444289
2022,04,2022-01-23,deaths,unvax,9.396141364934673
