date,day,cases_removed,total_tests,total_antigen_tests,total_positives_reinfections,total_antigen_positives,total_positives,total_recovered,total_deaths,total_ltc_deaths,total_hosp,total_icu,total_vax_onedose,total_vax_complete,total_vax_boosted,total_vax_doses,total_booster_doses,key_events
2020-03-06,Friday,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-07,Saturday,0,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-08,Sunday,0,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-09,Monday,0,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-10,Tuesday,0,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-11,Wednesday,0,NA,NA,NA,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-12,Thursday,0,NA,NA,NA,NA,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-13,Friday,0,NA,NA,NA,NA,14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,State of emergency declared
2020-03-14,Saturday,0,NA,NA,NA,NA,21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-15,Sunday,0,NA,NA,NA,NA,35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,School closure order issued
2020-03-16,Monday,0,NA,NA,NA,NA,54,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-17,Tuesday,0,NA,NA,NA,NA,60,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Bars & restaurants close
2020-03-18,Wednesday,0,NA,NA,NA,NA,77,NA,0,NA,NA,1,NA,NA,NA,NA,NA,Schools close
2020-03-19,Thursday,0,NA,NA,NA,NA,89,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA
2020-03-20,Friday,0,NA,NA,NA,NA,115,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA
2020-03-21,Saturday,0,NA,NA,NA,NA,137,NA,1,NA,12,5,NA,NA,NA,NA,NA,NA
2020-03-22,Sunday,0,NA,NA,NA,NA,169,NA,1,NA,17,5,NA,NA,NA,NA,NA,NA
2020-03-23,Monday,0,NA,NA,NA,NA,235,NA,1,NA,21,7,NA,NA,NA,NA,NA,Count method changes
2020-03-24,Tuesday,0,NA,NA,NA,NA,262,NA,1,NA,25,12,NA,NA,NA,NA,NA,NA
2020-03-25,Wednesday,0,NA,NA,NA,NA,287,87,1,NA,35,13,NA,NA,NA,NA,NA,Mayo aids state testing
2020-03-26,Thursday,0,NA,NA,NA,NA,346,120,2,NA,41,17,NA,NA,NA,NA,NA,NA
2020-03-27,Friday,0,NA,NA,NA,NA,398,130,4,NA,44,17,NA,NA,NA,NA,NA,NA
2020-03-28,Saturday,0,NA,NA,NA,NA,441,215,5,NA,57,24,NA,NA,NA,NA,NA,Shelter-in-place takes effect
2020-03-29,Sunday,0,18081,NA,NA,NA,503,243,9,NA,75,25,NA,NA,NA,NA,NA,NA
2020-03-30,Monday,0,19290,NA,NA,NA,576,250,10,NA,92,32,NA,NA,NA,NA,NA,NA
2020-03-31,Tuesday,0,20335,NA,NA,NA,629,276,12,NA,112,40,NA,NA,NA,NA,NA,NA
2020-04-01,Wednesday,0,21852,NA,NA,NA,689,325,17,NA,122,49,NA,NA,NA,NA,NA,NA
2020-04-02,Thursday,0,22854,NA,NA,NA,742,355,18,NA,138,32,NA,NA,NA,NA,NA,NA
2020-04-03,Friday,0,24836,NA,NA,NA,789,388,22,NA,156,69,NA,NA,NA,NA,NA,NA
2020-04-04,Saturday,0,26183,NA,NA,NA,865,416,24,NA,180,77,NA,NA,NA,NA,NA,NA
2020-04-05,Sunday,0,27845,NA,NA,NA,935,422,29,NA,202,90,NA,NA,NA,NA,NA,NA
2020-04-06,Monday,0,29310,NA,NA,NA,986,440,30,NA,223,100,NA,NA,NA,NA,NA,NA
2020-04-07,Tuesday,0,30489,NA,NA,NA,1069,515,34,NA,242,105,NA,NA,NA,NA,NA,NA
2020-04-08,Wednesday,0,32040,NA,NA,NA,1154,593,39,NA,271,119,NA,NA,NA,NA,NA,NA
2020-04-09,Thursday,0,33493,NA,NA,NA,1242,625,50,NA,293,131,NA,NA,NA,NA,NA,NA
2020-04-10,Friday,0,35323,NA,NA,NA,1336,675,57,NA,317,138,NA,NA,NA,NA,NA,Shelter-in-place originally scheduled to end.
2020-04-11,Saturday,0,37079,NA,NA,NA,1427,729,64,NA,340,146,NA,NA,NA,NA,NA,NA
2020-04-12,Sunday,0,38704,NA,NA,NA,1536,757,70,NA,361,146,NA,NA,NA,NA,NA,Botched numbers
2020-04-13,Monday,0,39894,NA,NA,NA,1650,772,70,NA,361,155,NA,NA,NA,NA,NA,Questionable numbers
2020-04-14,Tuesday,0,40678,NA,NA,NA,1695,830,79,NA,405,175,NA,NA,NA,NA,NA,NA
2020-04-15,Wednesday,0,41869,NA,NA,NA,1809,853,87,NA,445,188,NA,NA,NA,NA,NA,NA
2020-04-16,Thursday,0,43564,NA,NA,NA,1912,926,94,NA,475,202,NA,NA,NA,NA,NA,NA
2020-04-17,Friday,0,45019,NA,NA,NA,2071,955,111,NA,518,215,NA,NA,NA,NA,NA,NA
2020-04-18,Saturday,0,46485,NA,NA,NA,2213,997,121,NA,561,226,NA,NA,NA,NA,NA,NA
2020-04-19,Sunday,0,47965,NA,NA,NA,2356,1026,134,NA,574,241,NA,NA,NA,NA,NA,NA
2020-04-20,Monday,0,49196,NA,NA,NA,2470,1059,143,NA,602,253,NA,NA,NA,NA,NA,NA
2020-04-21,Tuesday,0,50036,NA,NA,NA,2567,1094,160,NA,629,262,NA,NA,NA,NA,NA,NA
2020-04-22,Wednesday,0,51785,NA,NA,NA,2721,1138,179,NA,660,274,NA,NA,NA,NA,NA,NA
2020-04-23,Thursday,0,53914,NA,NA,NA,2942,1336,200,NA,712,281,NA,NA,NA,NA,NA,NA
2020-04-24,Friday,0,56402,NA,NA,NA,3185,1373,221,NA,756,291,NA,NA,NA,NA,NA,NA
2020-04-25,Saturday,0,59492,NA,NA,NA,3446,1410,244,NA,797,301,NA,NA,NA,NA,NA,NA
2020-04-26,Sunday,0,62110,NA,NA,NA,3602,1502,272,NA,829,316,NA,NA,NA,NA,NA,NA
2020-04-27,Monday,0,64673,NA,NA,NA,3816,1556,286,NA,861,324,NA,NA,NA,NA,NA,Restrictions eased on 22k businesses
2020-04-28,Tuesday,0,66690,NA,NA,NA,4181,1611,301,NA,912,337,NA,NA,NA,NA,NA,NA
2020-04-29,Wednesday,0,70037,NA,NA,NA,4644,1724,319,NA,950,358,NA,NA,NA,NA,NA,NA
2020-04-30,Thursday,0,77112,NA,NA,NA,5136,1829,343,NA,1044,380,NA,NA,NA,NA,NA,NA
2020-05-01,Friday,0,81457,NA,NA,NA,5730,1911,371,NA,1096,404,NA,NA,NA,NA,NA,NA
2020-05-02,Saturday,0,85940,NA,NA,NA,6228,2002,395,317,1159,426,NA,NA,NA,NA,NA,NA
2020-05-03,Sunday,0,89776,NA,NA,NA,6663,2596,419,338,1199,444,NA,NA,NA,NA,NA,NA
2020-05-04,Monday,0,92938,NA,NA,NA,7234,3784,428,345,1271,475,NA,NA,NA,NA,NA,NA
2020-05-05,Tuesday,0,97005,NA,NA,NA,7851,4159,455,368,1350,488,NA,NA,NA,NA,NA,"MDH says ""interface error"" caused error in reported tests"
2020-05-06,Wednesday,0,100171,NA,NA,NA,8579,4521,484,391,1405,512,NA,NA,NA,NA,NA,MDH says this number includes tests from day before
2020-05-07,Thursday,0,104651,NA,NA,NA,9365,4801,507,407,1459,540,NA,NA,NA,NA,NA,NA
2020-05-08,Friday,0,109661,NA,NA,NA,10088,5164,533,434,1549,556,NA,NA,NA,NA,NA,MDH says test numbers are incomplete
2020-05-09,Saturday,0,114535,NA,NA,NA,10790,5765,557,449,1612,581,NA,NA,NA,NA,NA,NA
2020-05-10,Sunday,0,119446,NA,NA,NA,11271,6305,577,464,1657,600,NA,NA,NA,NA,NA,NA
2020-05-11,Monday,0,124742,NA,NA,NA,11799,6946,590,472,1716,625,NA,NA,NA,NA,NA,NA
2020-05-12,Tuesday,0,130044,NA,NA,NA,12494,7610,613,501,1799,647,NA,NA,NA,NA,NA,NA
2020-05-13,Wednesday,0,134059,NA,NA,NA,12917,8150,637,517,1851,663,NA,NA,NA,NA,NA,MDH has revised its data and no longer stands by its previously published numbers.
2020-05-14,Thursday,0,141353,NA,NA,NA,13435,8474,662,537,1915,679,NA,NA,NA,NA,NA,NA
2020-05-15,Friday,0,148085,NA,NA,NA,14240,8821,682,554,1985,700,NA,NA,NA,NA,NA,NA
2020-05-16,Saturday,0,157315,NA,NA,NA,14969,9572,699,568,2039,716,NA,NA,NA,NA,NA,NA
2020-05-17,Sunday,0,165308,NA,NA,NA,15668,10176,721,587,2090,731,NA,NA,NA,NA,NA,NA
2020-05-18,Monday,0,171288,NA,NA,NA,16372,10764,730,595,2128,750,NA,NA,NA,NA,NA,"MDH changes reporting on patients no longer needing isolation. As of 5/18, this figure no longer includes deaths"
2020-05-19,Tuesday,0,177674,NA,NA,NA,17029,11540,747,608,2221,773,NA,NA,NA,NA,NA,NA
2020-05-20,Wednesday,0,184045,NA,NA,NA,17670,12227,776,635,2308,787,NA,NA,NA,NA,NA,NA
2020-05-21,Thursday,0,190999,NA,NA,NA,18200,12488,808,663,2380,806,NA,NA,NA,NA,NA,NA
2020-05-22,Friday,0,199255,NA,NA,NA,19005,12696,841,688,2432,832,NA,NA,NA,NA,NA,NA
2020-05-23,Saturday,0,208970,NA,NA,NA,19845,13485,851,697,2534,841,NA,NA,NA,NA,NA,NA
2020-05-24,Sunday,0,217866,NA,NA,NA,20573,14115,868,709,2588,869,NA,NA,NA,NA,NA,NA
2020-05-25,Monday,0,224844,NA,NA,NA,21315,14816,880,717,2676,886,NA,NA,NA,NA,NA,NA
2020-05-26,Tuesday,0,231492,NA,NA,NA,21960,15523,898,732,2709,902,NA,NA,NA,NA,NA,NA
2020-05-27,Wednesday,0,238425,NA,NA,NA,22464,16314,931,759,2796,924,NA,NA,NA,NA,NA,NA
2020-05-28,Thursday,0,247981,NA,NA,NA,22947,16655,966,787,2880,938,NA,NA,NA,NA,NA,NA
2020-05-29,Friday,0,257922,NA,NA,NA,23531,16930,995,811,2936,960,NA,NA,NA,NA,NA,NA
2020-05-30,Saturday,0,268302,NA,NA,NA,24190,17864,1025,837,3011,971,NA,NA,NA,NA,NA,NA
2020-05-31,Sunday,0,276736,NA,NA,NA,24850,18695,1039,848,3047,981,NA,NA,NA,NA,NA,NA
2020-06-01,Monday,0,283624,NA,NA,NA,25208,19441,1049,855,3086,1003,NA,NA,NA,NA,NA,NA
2020-06-02,Tuesday,0,287804,NA,NA,NA,25508,20381,1071,866,3134,1022,NA,NA,NA,NA,NA,NA
2020-06-03,Wednesday,0,295482,NA,NA,NA,25870,21169,1085,876,3203,1033,NA,NA,NA,NA,NA,NA
2020-06-04,Thursday,0,311394,NA,NA,NA,26273,21490,1114,896,3253,1044,NA,NA,NA,NA,NA,NA
2020-06-05,Friday,0,322512,NA,NA,NA,26980,21864,1147,922,3289,1044,NA,NA,NA,NA,NA,"Reported testing data changed from ""total people tested"" to ""total tests"""
2020-06-06,Saturday,0,333668,NA,NA,NA,27501,22253,1169,936,3336,1043,NA,NA,NA,NA,NA,NA
2020-06-07,Sunday,0,344218,NA,NA,NA,27886,22992,1185,949,3367,1052,NA,NA,NA,NA,NA,NA
2020-06-08,Monday,0,353822,NA,NA,NA,28224,23657,1196,955,3401,1068,NA,NA,NA,NA,NA,NA
2020-06-09,Tuesday,0,362000,NA,NA,NA,28523,24221,1216,968,3441,1083,NA,NA,NA,NA,NA,NA
2020-06-10,Wednesday,0,370895,NA,NA,NA,28869,24675,1235,984,3482,1091,NA,NA,NA,NA,NA,Bars & restaurants reopen at 50% capacity
2020-06-11,Thursday,0,382964,NA,NA,NA,29316,24870,1247,994,3522,1093,NA,NA,NA,NA,NA,NA
2020-06-12,Friday,0,396626,NA,NA,NA,29795,25028,1272,1015,3557,1104,NA,NA,NA,NA,NA,NA
2020-06-13,Saturday,0,409558,NA,NA,NA,30172,25620,1281,1019,3581,1110,NA,NA,NA,NA,NA,NA
2020-06-14,Sunday,12,419549,NA,NA,NA,30471,26090,1295,1030,3610,1121,NA,NA,NA,NA,NA,NA
2020-06-15,Monday,8,424644,NA,NA,NA,30693,26609,1301,1034,3630,1128,NA,NA,NA,NA,NA,NA
2020-06-16,Tuesday,8,431097,NA,NA,NA,30882,27006,1310,1041,3658,1136,NA,NA,NA,NA,NA,NA
2020-06-17,Wednesday,5,450670,NA,NA,NA,31296,27404,1322,1051,3689,1144,NA,NA,NA,NA,NA,NA
2020-06-18,Thursday,8,463331,NA,NA,NA,31675,27566,1341,1064,3718,1150,NA,NA,NA,NA,NA,NA
2020-06-19,Friday,6,477659,NA,NA,NA,32031,27709,1358,1077,3748,1155,NA,NA,NA,NA,NA,NA
2020-06-20,Saturday,2,494525,NA,NA,NA,32467,28205,1370,1085,3767,1163,NA,NA,NA,NA,NA,NA
2020-06-21,Sunday,8,506876,NA,NA,NA,32920,28663,1378,1093,3797,1180,NA,NA,NA,NA,NA,NA
2020-06-22,Monday,1,515666,NA,NA,NA,33227,29065,1382,1095,3830,1191,NA,NA,NA,NA,NA,NA
2020-06-23,Tuesday,3,523051,NA,NA,NA,33469,29399,1391,1101,3860,1203,NA,NA,NA,NA,NA,NA
2020-06-24,Wednesday,10,532823,NA,NA,NA,33763,29707,1396,1102,3897,1218,NA,NA,NA,NA,NA,NA
2020-06-25,Thursday,5,545770,NA,NA,NA,34123,29854,1405,1107,3943,1221,NA,NA,NA,NA,NA,NA
2020-06-26,Friday,5,560514,NA,NA,NA,34616,30008,1410,1112,3966,1233,NA,NA,NA,NA,NA,NA
2020-06-27,Saturday,10,573536,NA,NA,NA,35033,30401,1416,1116,3986,1241,NA,NA,NA,NA,NA,NA
2020-06-28,Sunday,10,588651,NA,NA,NA,35549,30809,1424,1123,4010,1249,NA,NA,NA,NA,NA,NA
2020-06-29,Monday,3,596448,NA,NA,NA,35861,31225,1434,1129,4031,1258,NA,NA,NA,NA,NA,NA
2020-06-30,Tuesday,0,608883,NA,NA,NA,36303,31601,1440,1131,4054,1258,NA,NA,NA,NA,NA,NA
2020-07-01,Wednesday,13,620833,NA,NA,NA,36716,31947,1444,1135,4081,1266,NA,NA,NA,NA,NA,NA
2020-07-02,Thursday,6,634463,NA,NA,NA,37210,32163,1457,1143,4112,1277,NA,NA,NA,NA,NA,NA
2020-07-03,Friday,9,649191,NA,NA,NA,37624,32347,1465,1150,4139,1277,NA,NA,NA,NA,NA,NA
2020-07-05,Sunday,9,677989,NA,NA,NA,38136,33408,1470,1155,4170,1287,NA,NA,NA,NA,NA,NA
2020-07-06,Monday,1,683980,NA,NA,NA,38569,33907,1473,1156,4219,1290,NA,NA,NA,NA,NA,NA
2020-07-07,Tuesday,5,689875,NA,NA,NA,39133,34377,1476,1157,4252,1295,NA,NA,NA,NA,NA,NA
2020-07-08,Wednesday,7,697476,NA,NA,NA,39589,34902,1484,1161,4272,1302,NA,NA,NA,NA,NA,NA
2020-07-09,Thursday,15,711399,NA,NA,NA,40163,35193,1489,1165,4305,1312,NA,NA,NA,NA,NA,NA
2020-07-10,Friday,5,730882,NA,NA,NA,40767,35442,1494,1166,4329,1320,NA,NA,NA,NA,NA,NA
2020-07-11,Saturday,2,747063,NA,NA,NA,41571,36012,1498,1170,4366,1325,NA,NA,NA,NA,NA,NA
2020-07-12,Sunday,5,761863,NA,NA,NA,42281,36582,1501,1171,4399,1335,NA,NA,NA,NA,NA,NA
2020-07-13,Monday,8,773932,NA,NA,NA,42772,37199,1503,1172,4424,1338,NA,NA,NA,NA,NA,NA
2020-07-14,Tuesday,5,782849,NA,NA,NA,43170,37749,1509,1175,4452,1348,NA,NA,NA,NA,NA,NA
2020-07-15,Wednesday,6,795249,NA,NA,NA,43742,38179,1517,1180,4495,1353,NA,NA,NA,NA,NA,NA
2020-07-16,Thursday,6,810116,NA,NA,NA,44347,38290,1525,1179,4526,1357,NA,NA,NA,NA,NA,NA
2020-07-17,Friday,3,824966,NA,NA,NA,45013,38568,1532,1183,4563,1369,NA,NA,NA,NA,NA,NA
2020-07-18,Saturday,7,841575,NA,NA,NA,45470,39310,1537,1186,4602,1377,NA,NA,NA,NA,NA,NA
2020-07-19,Sunday,3,858568,NA,NA,NA,46204,40001,1540,1187,4627,1389,NA,NA,NA,NA,NA,NA
2020-07-20,Monday,19,872889,NA,NA,NA,47107,40472,1544,1187,4678,1397,NA,NA,NA,NA,NA,NA
2020-07-21,Tuesday,2,882540,NA,NA,NA,47457,41511,1547,1189,4723,1412,NA,NA,NA,NA,NA,NA
2020-07-22,Wednesday,2,895088,NA,NA,NA,47961,42234,1551,1192,4771,1423,NA,NA,NA,NA,NA,NA
2020-07-23,Thursday,3,911678,NA,NA,NA,48721,42524,1560,1198,4818,1431,NA,NA,NA,NA,NA,NA
2020-07-24,Friday,6,928769,NA,NA,NA,49488,42882,1565,1199,4852,1437,NA,NA,NA,NA,NA,NA
2020-07-25,Saturday,2,946874,NA,NA,NA,50291,43625,1570,1204,4889,1440,NA,NA,NA,NA,NA,Mask mandate begins
2020-07-26,Sunday,9,963407,NA,NA,NA,51153,44431,1573,1205,4920,1448,NA,NA,NA,NA,NA,NA
2020-07-27,Monday,0,977124,NA,NA,NA,51803,45198,1575,1207,4961,1458,NA,NA,NA,NA,NA,NA
2020-07-28,Tuesday,2,986770,NA,NA,NA,52281,45987,1579,1210,5028,1474,NA,NA,NA,NA,NA,NA
2020-07-29,Wednesday,15,1000333,NA,NA,NA,52947,46636,1588,1216,5077,1484,NA,NA,NA,NA,NA,NA
2020-07-30,Thursday,0,1015288,NA,NA,NA,53692,46965,1593,1219,5112,1490,NA,NA,NA,NA,NA,NA
2020-07-31,Friday,8,1032081,NA,NA,NA,54463,47289,1599,1223,5155,1510,NA,NA,NA,NA,NA,NA
2020-08-01,Saturday,6,1047390,NA,NA,NA,55188,48119,1605,1226,5208,1520,NA,NA,NA,NA,NA,NA
2020-08-02,Sunday,10,1062836,NA,NA,NA,55947,48847,1613,1231,5241,1532,NA,NA,NA,NA,NA,NA
2020-08-03,Monday,9,1078898,NA,NA,NA,56560,49565,1615,1231,5298,1545,NA,NA,NA,NA,NA,NA
2020-08-04,Tuesday,4,1087151,NA,NA,NA,57162,50426,1619,1233,5346,1563,NA,NA,NA,NA,NA,NA
2020-08-05,Wednesday,12,1099105,NA,NA,NA,57779,51223,1628,1237,5373,1575,NA,NA,NA,NA,NA,NA
2020-08-06,Thursday,6,1114115,NA,NA,NA,58640,51604,1635,1240,5421,1583,NA,NA,NA,NA,NA,NA
2020-08-07,Friday,11,1130148,NA,NA,NA,59185,51940,1639,1241,5458,1592,NA,NA,NA,NA,NA,NA
2020-08-08,Saturday,8,1148132,NA,NA,NA,60101,52768,1647,1245,5506,1603,NA,NA,NA,NA,NA,NA
2020-08-09,Sunday,9,1168468,NA,NA,NA,60898,53568,1656,1249,5555,1615,NA,NA,NA,NA,NA,NA
2020-08-10,Monday,7,1181278,NA,NA,NA,61516,54364,1659,1250,5606,1633,NA,NA,NA,NA,NA,NA
2020-08-11,Tuesday,9,1187760,NA,NA,NA,61839,55151,1665,1251,5661,1648,NA,NA,NA,NA,NA,NA
2020-08-12,Wednesday,6,1198786,NA,NA,NA,62303,55855,1677,1260,5711,1657,NA,NA,NA,NA,NA,NA
2020-08-13,Thursday,7,1213783,NA,NA,NA,62993,56346,1684,1263,5742,1671,NA,NA,NA,NA,NA,NA
2020-08-14,Friday,8,1230625,NA,NA,NA,63723,56659,1692,1269,5783,1679,NA,NA,NA,NA,NA,NA
2020-08-15,Saturday,6,1247997,NA,NA,NA,64413,57457,1698,1273,5822,1691,NA,NA,NA,NA,NA,NA
2020-08-16,Sunday,15,1264992,NA,NA,NA,65152,58196,1705,1279,5851,1700,NA,NA,NA,NA,NA,NA
2020-08-17,Monday,3,1277948,NA,NA,NA,65716,58859,1711,1280,5886,1716,NA,NA,NA,NA,NA,NA
2020-08-18,Tuesday,14,1285372,NA,NA,NA,66061,59568,1720,1287,5932,1722,NA,NA,NA,NA,NA,NA
2020-08-19,Wednesday,10,1320045,NA,NA,NA,66618,60242,1737,1295,5988,1727,NA,NA,NA,NA,NA,"25,000 tests added as backlog"
2020-08-20,Thursday,8,1334198,NA,NA,NA,67308,60605,1744,1298,6019,1734,NA,NA,NA,NA,NA,NA
2020-08-21,Friday,10,1353242,NA,NA,NA,68133,60920,1752,1302,6064,1740,NA,NA,NA,NA,NA,NA
2020-08-22,Saturday,12,1370241,NA,NA,NA,68867,61698,1760,1306,6113,1761,NA,NA,NA,NA,NA,NA
2020-08-23,Sunday,11,1387198,NA,NA,NA,69584,62373,1766,1310,6151,1766,NA,NA,NA,NA,NA,NA
2020-08-24,Monday,3,1399892,NA,NA,NA,70298,63059,1770,1313,6195,1770,NA,NA,NA,NA,NA,NA
2020-08-25,Tuesday,5,1408807,NA,NA,NA,70707,63725,1778,1315,6238,1791,NA,NA,NA,NA,NA,NA
2020-08-26,Wednesday,13,1419801,NA,NA,NA,71236,64374,1792,1325,6274,1796,NA,NA,NA,NA,NA,NA
2020-08-27,Thursday,4,1441283,NA,NA,NA,72390,64876,1805,1331,6326,1805,NA,NA,NA,NA,NA,Backlog count begins
2020-08-28,Friday,12,1457904,NA,NA,NA,73240,65204,1809,1333,6357,1813,NA,NA,NA,NA,NA,NA
2020-08-29,Saturday,15,1475318,NA,NA,NA,74257,66107,1813,1337,6411,1822,NA,NA,NA,NA,NA,NA
2020-08-30,Sunday,2,1493088,NA,NA,NA,75189,66916,1815,1338,6454,1834,NA,NA,NA,NA,NA,NA
2020-08-31,Monday,4,1504877,NA,NA,NA,75864,67656,1816,1339,6480,1839,NA,NA,NA,NA,NA,NA
2020-09-01,Tuesday,11,1514077,NA,NA,NA,76355,68488,1822,1340,6520,1849,NA,NA,NA,NA,NA,NA
2020-09-02,Wednesday,31,1541776,NA,NA,NA,77085,69521,1829,1345,6566,1854,NA,NA,NA,NA,NA,NA
2020-09-03,Thursday,9,1555703,NA,NA,NA,78123,70175,1836,1348,6592,1863,NA,NA,NA,NA,NA,NA
2020-09-04,Friday,13,1574725,NA,NA,NA,78966,70537,1846,1354,6635,1871,NA,NA,NA,NA,NA,NA
2020-09-05,Saturday,10,1593688,NA,NA,NA,79880,71507,1850,1357,6676,1878,NA,NA,NA,NA,NA,NA
2020-09-06,Sunday,7,1610546,NA,NA,NA,80587,72463,1856,1359,6719,1891,NA,NA,NA,NA,NA,NA
2020-09-07,Monday,0,1626053,NA,NA,NA,81225,73403,1859,1361,6743,1898,NA,NA,NA,NA,NA,NA
2020-09-08,Tuesday,4,1633602,NA,NA,NA,81608,74235,1861,1361,6760,1903,NA,NA,NA,NA,NA,NA
2020-09-09,Wednesday,22,1639058,NA,NA,NA,81868,75055,1868,1364,6792,1914,NA,NA,NA,NA,NA,NA
2020-09-10,Thursday,10,1646961,NA,NA,NA,82249,75425,1883,1375,6830,1927,NA,NA,NA,NA,NA,NA
2020-09-11,Friday,17,1665328,NA,NA,NA,82716,75757,1896,1382,6863,1938,NA,NA,NA,NA,NA,NA
2020-09-12,Saturday,57,1684520,NA,NA,NA,83588,76650,1905,1389,6899,1949,NA,NA,NA,NA,NA,NA
2020-09-13,Sunday,18,1707514,NA,NA,NA,84311,77461,1918,1398,6931,1957,NA,NA,NA,NA,NA,NA
2020-09-14,Monday,5,1724779,NA,NA,NA,84949,78238,1921,1398,6954,1965,NA,NA,NA,NA,NA,NA
2020-09-15,Tuesday,30,1733292,NA,NA,NA,85351,78953,1926,1400,6979,1971,NA,NA,NA,NA,NA,NA
2020-09-16,Wednesday,51,1743611,NA,NA,NA,85813,79583,1933,1402,7019,1977,NA,NA,NA,NA,NA,NA
2020-09-17,Thursday,22,1763735,NA,NA,NA,86722,79878,1942,1408,7050,1980,NA,NA,NA,NA,NA,NA
2020-09-18,Friday,14,1791680,NA,NA,NA,87807,80221,1950,1414,7091,1990,NA,NA,NA,NA,NA,NA
2020-09-19,Saturday,10,1815774,NA,NA,NA,88721,80407,1963,1422,7124,1998,NA,NA,NA,NA,NA,NA
2020-09-20,Sunday,28,1838392,NA,NA,NA,90017,81336,1965,1423,7163,2004,NA,NA,NA,NA,NA,NA
2020-09-21,Monday,12,1855308,NA,NA,NA,90942,82174,1969,1425,7199,2014,NA,NA,NA,NA,NA,NA
2020-09-22,Tuesday,33,1863694,NA,NA,NA,91422,82833,1979,1430,7253,2027,NA,NA,NA,NA,NA,NA
2020-09-23,Wednesday,12,1873867,NA,NA,NA,92100,83507,1985,1433,7303,2045,NA,NA,NA,NA,NA,NA
2020-09-24,Thursday,83,1895302,NA,NA,NA,93012,83862,1988,1435,7335,2049,NA,NA,NA,NA,NA,Hospital data dropped
2020-09-25,Friday,14,1924020,NA,NA,NA,94189,84256,1994,1438,7391,2067,NA,NA,NA,NA,NA,NA
2020-09-26,Saturday,8,1954715,NA,NA,NA,95659,85259,2004,1444,7443,2085,NA,NA,NA,NA,NA,NA
2020-09-27,Sunday,2,1981100,NA,NA,NA,96734,86252,2008,1445,7493,2095,NA,NA,NA,NA,NA,NA
2020-09-28,Monday,32,2003115,NA,NA,NA,97638,87330,2015,1447,7546,2111,NA,NA,NA,NA,NA,NA
2020-09-29,Tuesday,8,2017350,NA,NA,NA,98447,88380,2020,1449,7633,2129,NA,NA,NA,NA,NA,NA
2020-09-30,Wednesday,2,2030167,NA,NA,NA,99134,89392,2036,1458,7701,2146,NA,NA,NA,NA,NA,NA
2020-10-01,Thursday,0,2055888,NA,NA,NA,100200,89980,2049,1465,7758,2148,NA,NA,NA,NA,NA,NA
2020-10-02,Friday,18,2086963,NA,NA,NA,101366,90492,2059,1472,7793,2156,NA,NA,NA,NA,NA,NA
