year,week,mmwr_startdate,mmwr_enddate,report_date,age_group,pop_size,new_deaths,new_deaths_7day
2021,1,2021-01-03,2021-01-09,2022-09-22,18-49,2294817,6,0.3
2021,1,2021-01-03,2021-01-09,2022-09-22,5-11,509735,0,0
2021,1,2021-01-03,2021-01-09,2022-09-22,50-64,1114015,15,1.3
2021,1,2021-01-03,2021-01-09,2022-09-22,65+,858698,215,25
2021,1,2021-01-03,2021-01-09,2022-09-22,Total,5562663,236,4.2
2021,2,2021-01-10,2021-01-16,2022-09-22,0-4,351664,0,0
2021,2,2021-01-10,2021-01-16,2022-09-22,12-17,433734,0,0
2021,2,2021-01-10,2021-01-16,2022-09-22,18-49,2294817,5,0.2
2021,2,2021-01-10,2021-01-16,2022-09-22,5-11,509735,0,0
2021,2,2021-01-10,2021-01-16,2022-09-22,50-64,1114015,23,2.1
2021,2,2021-01-10,2021-01-16,2022-09-22,65+,858698,182,21.2
2021,2,2021-01-10,2021-01-16,2022-09-22,Total,5562663,210,3.8
2021,3,2021-01-17,2021-01-23,2022-09-22,0-4,351664,0,0
2021,3,2021-01-17,2021-01-23,2022-09-22,12-17,433734,0,0
2021,3,2021-01-17,2021-01-23,2022-09-22,18-49,2294817,2,0.1
2021,3,2021-01-17,2021-01-23,2022-09-22,5-11,509735,0,0
2021,3,2021-01-17,2021-01-23,2022-09-22,50-64,1114015,9,0.8
2021,3,2021-01-17,2021-01-23,2022-09-22,65+,858698,115,13.4
2021,3,2021-01-17,2021-01-23,2022-09-22,Total,5562663,126,2.3
2021,4,2021-01-24,2021-01-30,2022-09-22,0-4,351664,0,0
2021,4,2021-01-24,2021-01-30,2022-09-22,12-17,433734,0,0
2021,4,2021-01-24,2021-01-30,2022-09-22,18-49,2294817,3,0.1
2021,4,2021-01-24,2021-01-30,2022-09-22,5-11,509735,0,0
2021,4,2021-01-24,2021-01-30,2022-09-22,50-64,1114015,7,0.6
2021,4,2021-01-24,2021-01-30,2022-09-22,65+,858698,105,12.2
2021,4,2021-01-24,2021-01-30,2022-09-22,Total,5562663,115,2.1
2021,5,2021-01-31,2021-02-06,2022-09-22,0-4,351664,0,0
2021,5,2021-01-31,2021-02-06,2022-09-22,12-17,433734,0,0
2021,5,2021-01-31,2021-02-06,2022-09-22,18-49,2294817,2,0.1
2021,5,2021-01-31,2021-02-06,2022-09-22,5-11,509735,1,0.2
2021,5,2021-01-31,2021-02-06,2022-09-22,50-64,1114015,7,0.6
2021,5,2021-01-31,2021-02-06,2022-09-22,65+,858698,79,9.2
2021,5,2021-01-31,2021-02-06,2022-09-22,Total,5562663,89,1.6
2021,6,2021-02-07,2021-02-13,2022-09-22,0-4,351664,0,0
2021,6,2021-02-07,2021-02-13,2022-09-22,12-17,433734,0,0
2021,6,2021-02-07,2021-02-13,2022-09-22,18-49,2294817,5,0.2
2021,6,2021-02-07,2021-02-13,2022-09-22,5-11,509735,0,0
2021,6,2021-02-07,2021-02-13,2022-09-22,50-64,1114015,7,0.6
2021,6,2021-02-07,2021-02-13,2022-09-22,65+,858698,75,8.7
2021,6,2021-02-07,2021-02-13,2022-09-22,Total,5562663,87,1.6
2021,7,2021-02-14,2021-02-20,2022-09-22,0-4,351664,0,0
2021,7,2021-02-14,2021-02-20,2022-09-22,12-17,433734,0,0
2021,7,2021-02-14,2021-02-20,2022-09-22,18-49,2294817,1,0
2021,7,2021-02-14,2021-02-20,2022-09-22,5-11,509735,0,0
2021,7,2021-02-14,2021-02-20,2022-09-22,50-64,1114015,6,0.5
2021,7,2021-02-14,2021-02-20,2022-09-22,65+,858698,54,6.3
2021,7,2021-02-14,2021-02-20,2022-09-22,Total,5562663,61,1.1
2021,8,2021-02-21,2021-02-27,2022-09-22,0-4,351664,0,0
2021,8,2021-02-21,2021-02-27,2022-09-22,12-17,433734,0,0
2021,8,2021-02-21,2021-02-27,2022-09-22,18-49,2294817,1,0
2021,8,2021-02-21,2021-02-27,2022-09-22,5-11,509735,0,0
2021,8,2021-02-21,2021-02-27,2022-09-22,50-64,1114015,4,0.4
2021,8,2021-02-21,2021-02-27,2022-09-22,65+,858698,36,4.2
2021,8,2021-02-21,2021-02-27,2022-09-22,Total,5562663,41,0.7
2021,9,2021-02-28,2021-03-06,2022-09-22,0-4,351664,0,0
2021,9,2021-02-28,2021-03-06,2022-09-22,12-17,433734,0,0
2021,9,2021-02-28,2021-03-06,2022-09-22,18-49,2294817,2,0.1
2021,9,2021-02-28,2021-03-06,2022-09-22,5-11,509735,0,0
2021,9,2021-02-28,2021-03-06,2022-09-22,50-64,1114015,5,0.4
2021,9,2021-02-28,2021-03-06,2022-09-22,65+,858698,42,4.9
2021,9,2021-02-28,2021-03-06,2022-09-22,Total,5562663,49,0.9
2021,10,2021-03-07,2021-03-13,2022-09-22,0-4,351664,0,0
2021,10,2021-03-07,2021-03-13,2022-09-22,12-17,433734,0,0
2021,10,2021-03-07,2021-03-13,2022-09-22,18-49,2294817,3,0.1
2021,10,2021-03-07,2021-03-13,2022-09-22,5-11,509735,0,0
2021,10,2021-03-07,2021-03-13,2022-09-22,50-64,1114015,9,0.8
2021,10,2021-03-07,2021-03-13,2022-09-22,65+,858698,34,4
2021,10,2021-03-07,2021-03-13,2022-09-22,Total,5562663,46,0.8
2021,11,2021-03-14,2021-03-20,2022-09-22,0-4,351664,0,0
2021,11,2021-03-14,2021-03-20,2022-09-22,12-17,433734,0,0
2021,11,2021-03-14,2021-03-20,2022-09-22,18-49,2294817,1,0
2021,11,2021-03-14,2021-03-20,2022-09-22,5-11,509735,0,0
2021,11,2021-03-14,2021-03-20,2022-09-22,50-64,1114015,5,0.4
2021,11,2021-03-14,2021-03-20,2022-09-22,65+,858698,30,3.5
2021,11,2021-03-14,2021-03-20,2022-09-22,Total,5562663,36,0.6
2021,12,2021-03-21,2021-03-27,2022-09-22,0-4,351664,0,0
2021,12,2021-03-21,2021-03-27,2022-09-22,12-17,433734,0,0
2021,12,2021-03-21,2021-03-27,2022-09-22,18-49,2294817,1,0
2021,12,2021-03-21,2021-03-27,2022-09-22,5-11,509735,0,0
2021,12,2021-03-21,2021-03-27,2022-09-22,50-64,1114015,6,0.5
2021,12,2021-03-21,2021-03-27,2022-09-22,65+,858698,23,2.7
2021,12,2021-03-21,2021-03-27,2022-09-22,Total,5562663,30,0.5
2021,13,2021-03-28,2021-04-03,2022-09-22,0-4,351664,0,0
2021,13,2021-03-28,2021-04-03,2022-09-22,12-17,433734,0,0
2021,13,2021-03-28,2021-04-03,2022-09-22,18-49,2294817,1,0
2021,13,2021-03-28,2021-04-03,2022-09-22,5-11,509735,0,0
2021,13,2021-03-28,2021-04-03,2022-09-22,50-64,1114015,9,0.8
2021,13,2021-03-28,2021-04-03,2022-09-22,65+,858698,38,4.4
2021,13,2021-03-28,2021-04-03,2022-09-22,Total,5562663,48,0.9
2021,14,2021-04-04,2021-04-10,2022-09-22,0-4,351664,0,0
2021,14,2021-04-04,2021-04-10,2022-09-22,12-17,433734,0,0
2021,14,2021-04-04,2021-04-10,2022-09-22,18-49,2294817,2,0.1
2021,14,2021-04-04,2021-04-10,2022-09-22,5-11,509735,0,0
2021,14,2021-04-04,2021-04-10,2022-09-22,50-64,1114015,13,1.2
2021,14,2021-04-04,2021-04-10,2022-09-22,65+,858698,36,4.2
2021,14,2021-04-04,2021-04-10,2022-09-22,Total,5562663,51,0.9
2021,15,2021-04-11,2021-04-17,2022-09-22,0-4,351664,0,0
2021,15,2021-04-11,2021-04-17,2022-09-22,12-17,433734,0,0
2021,15,2021-04-11,2021-04-17,2022-09-22,18-49,2294817,7,0.3
2021,15,2021-04-11,2021-04-17,2022-09-22,5-11,509735,0,0
2021,15,2021-04-11,2021-04-17,2022-09-22,50-64,1114015,17,1.5
2021,15,2021-04-11,2021-04-17,2022-09-22,65+,858698,39,4.5
2021,15,2021-04-11,2021-04-17,2022-09-22,Total,5562663,63,1.1
2021,16,2021-04-18,2021-04-24,2022-09-22,0-4,351664,0,0
2021,16,2021-04-18,2021-04-24,2022-09-22,12-17,433734,0,0
2021,16,2021-04-18,2021-04-24,2022-09-22,18-49,2294817,6,0.3
2021,16,2021-04-18,2021-04-24,2022-09-22,5-11,509735,0,0
2021,16,2021-04-18,2021-04-24,2022-09-22,50-64,1114015,13,1.2
2021,16,2021-04-18,2021-04-24,2022-09-22,65+,858698,41,4.8
2021,16,2021-04-18,2021-04-24,2022-09-22,Total,5562663,60,1.1
2021,17,2021-04-25,2021-05-01,2022-09-22,0-4,351664,0,0
2021,17,2021-04-25,2021-05-01,2022-09-22,12-17,433734,0,0
2021,17,2021-04-25,2021-05-01,2022-09-22,18-49,2294817,4,0.2
2021,17,2021-04-25,2021-05-01,2022-09-22,5-11,509735,1,0.2
2021,17,2021-04-25,2021-05-01,2022-09-22,50-64,1114015,22,2
2021,17,2021-04-25,2021-05-01,2022-09-22,65+,858698,50,5.8
2021,17,2021-04-25,2021-05-01,2022-09-22,Total,5562663,77,1.4
2021,18,2021-05-02,2021-05-08,2022-09-22,0-4,351664,0,0
2021,18,2021-05-02,2021-05-08,2022-09-22,12-17,433734,0,0
2021,18,2021-05-02,2021-05-08,2022-09-22,18-49,2294817,5,0.2
2021,18,2021-05-02,2021-05-08,2022-09-22,5-11,509735,0,0
2021,18,2021-05-02,2021-05-08,2022-09-22,50-64,1114015,17,1.5
2021,18,2021-05-02,2021-05-08,2022-09-22,65+,858698,33,3.8
2021,18,2021-05-02,2021-05-08,2022-09-22,Total,5562663,55,1
2021,19,2021-05-09,2021-05-15,2022-09-22,0-4,351664,0,0
2021,19,2021-05-09,2021-05-15,2022-09-22,12-17,433734,0,0
2021,19,2021-05-09,2021-05-15,2022-09-22,18-49,2294817,3,0.1
2021,19,2021-05-09,2021-05-15,2022-09-22,5-11,509735,0,0
2021,19,2021-05-09,2021-05-15,2022-09-22,50-64,1114015,9,0.8
2021,19,2021-05-09,2021-05-15,2022-09-22,65+,858698,50,5.8
2021,19,2021-05-09,2021-05-15,2022-09-22,Total,5562663,62,1.1
2021,20,2021-05-16,2021-05-22,2022-09-22,0-4,351664,0,0
2021,20,2021-05-16,2021-05-22,2022-09-22,12-17,433734,0,0
2021,20,2021-05-16,2021-05-22,2022-09-22,18-49,2294817,2,0.1
2021,20,2021-05-16,2021-05-22,2022-09-22,5-11,509735,0,0
2021,20,2021-05-16,2021-05-22,2022-09-22,50-64,1114015,11,1
2021,20,2021-05-16,2021-05-22,2022-09-22,65+,858698,32,3.7
2021,20,2021-05-16,2021-05-22,2022-09-22,Total,5562663,45,0.8
2021,21,2021-05-23,2021-05-29,2022-09-22,0-4,351664,0,0
2021,21,2021-05-23,2021-05-29,2022-09-22,12-17,433734,0,0
2021,21,2021-05-23,2021-05-29,2022-09-22,18-49,2294817,3,0.1
2021,21,2021-05-23,2021-05-29,2022-09-22,5-11,509735,0,0
2021,21,2021-05-23,2021-05-29,2022-09-22,50-64,1114015,10,0.9
2021,21,2021-05-23,2021-05-29,2022-09-22,65+,858698,21,2.4
2021,21,2021-05-23,2021-05-29,2022-09-22,Total,5562663,34,0.6
2021,22,2021-05-30,2021-06-05,2022-09-22,0-4,351664,0,0
2021,22,2021-05-30,2021-06-05,2022-09-22,12-17,433734,0,0
2021,22,2021-05-30,2021-06-05,2022-09-22,18-49,2294817,4,0.2
2021,22,2021-05-30,2021-06-05,2022-09-22,5-11,509735,0,0
2021,22,2021-05-30,2021-06-05,2022-09-22,50-64,1114015,6,0.5
2021,22,2021-05-30,2021-06-05,2022-09-22,65+,858698,20,2.3
2021,22,2021-05-30,2021-06-05,2022-09-22,Total,5562663,30,0.5
2021,23,2021-06-06,2021-06-12,2022-09-22,0-4,351664,0,0
2021,23,2021-06-06,2021-06-12,2022-09-22,12-17,433734,0,0
2021,23,2021-06-06,2021-06-12,2022-09-22,18-49,2294817,4,0.2
2021,23,2021-06-06,2021-06-12,2022-09-22,5-11,509735,0,0
2021,23,2021-06-06,2021-06-12,2022-09-22,50-64,1114015,9,0.8
2021,23,2021-06-06,2021-06-12,2022-09-22,65+,858698,22,2.6
2021,23,2021-06-06,2021-06-12,2022-09-22,Total,5562663,35,0.6
2021,24,2021-06-13,2021-06-19,2022-09-22,0-4,351664,0,0
2021,24,2021-06-13,2021-06-19,2022-09-22,12-17,433734,0,0
2021,24,2021-06-13,2021-06-19,2022-09-22,18-49,2294817,2,0.1
2021,24,2021-06-13,2021-06-19,2022-09-22,5-11,509735,0,0
2021,24,2021-06-13,2021-06-19,2022-09-22,50-64,1114015,9,0.8
2021,24,2021-06-13,2021-06-19,2022-09-22,65+,858698,11,1.3
2021,24,2021-06-13,2021-06-19,2022-09-22,Total,5562663,22,0.4
2021,25,2021-06-20,2021-06-26,2022-09-22,0-4,351664,0,0
2021,25,2021-06-20,2021-06-26,2022-09-22,12-17,433734,0,0
2021,25,2021-06-20,2021-06-26,2022-09-22,18-49,2294817,1,0
2021,25,2021-06-20,2021-06-26,2022-09-22,5-11,509735,0,0
2021,25,2021-06-20,2021-06-26,2022-09-22,50-64,1114015,5,0.4
2021,25,2021-06-20,2021-06-26,2022-09-22,65+,858698,17,2
2021,25,2021-06-20,2021-06-26,2022-09-22,Total,5562663,23,0.4
2021,26,2021-06-27,2021-07-03,2022-09-22,0-4,351664,0,0
2021,26,2021-06-27,2021-07-03,2022-09-22,12-17,433734,0,0
2021,26,2021-06-27,2021-07-03,2022-09-22,18-49,2294817,0,0
2021,26,2021-06-27,2021-07-03,2022-09-22,5-11,509735,0,0
2021,26,2021-06-27,2021-07-03,2022-09-22,50-64,1114015,4,0.4
2021,26,2021-06-27,2021-07-03,2022-09-22,65+,858698,8,0.9
2021,26,2021-06-27,2021-07-03,2022-09-22,Total,5562663,12,0.2
2021,27,2021-07-04,2021-07-10,2022-09-22,0-4,351664,0,0
2021,27,2021-07-04,2021-07-10,2022-09-22,12-17,433734,0,0
2021,27,2021-07-04,2021-07-10,2022-09-22,18-49,2294817,2,0.1
2021,27,2021-07-04,2021-07-10,2022-09-22,5-11,509735,0,0
2021,27,2021-07-04,2021-07-10,2022-09-22,50-64,1114015,3,0.3
2021,27,2021-07-04,2021-07-10,2022-09-22,65+,858698,8,0.9
2021,27,2021-07-04,2021-07-10,2022-09-22,Total,5562663,13,0.2
2021,28,2021-07-11,2021-07-17,2022-09-22,0-4,351664,0,0
2021,28,2021-07-11,2021-07-17,2022-09-22,12-17,433734,0,0
2021,28,2021-07-11,2021-07-17,2022-09-22,18-49,2294817,2,0.1
2021,28,2021-07-11,2021-07-17,2022-09-22,5-11,509735,0,0
2021,28,2021-07-11,2021-07-17,2022-09-22,50-64,1114015,0,0
2021,28,2021-07-11,2021-07-17,2022-09-22,65+,858698,10,1.2
2021,28,2021-07-11,2021-07-17,2022-09-22,Total,5562663,12,0.2
2021,29,2021-07-18,2021-07-24,2022-09-22,0-4,351664,0,0
2021,29,2021-07-18,2021-07-24,2022-09-22,12-17,433734,0,0
2021,29,2021-07-18,2021-07-24,2022-09-22,18-49,2294817,1,0
2021,29,2021-07-18,2021-07-24,2022-09-22,5-11,509735,0,0
2021,29,2021-07-18,2021-07-24,2022-09-22,50-64,1114015,0,0
2021,29,2021-07-18,2021-07-24,2022-09-22,65+,858698,9,1
2021,29,2021-07-18,2021-07-24,2022-09-22,Total,5562663,10,0.2
2021,30,2021-07-25,2021-07-31,2022-09-22,0-4,351664,0,0
2021,30,2021-07-25,2021-07-31,2022-09-22,12-17,433734,0,0
2021,30,2021-07-25,2021-07-31,2022-09-22,18-49,2294817,1,0
2021,30,2021-07-25,2021-07-31,2022-09-22,5-11,509735,0,0
2021,30,2021-07-25,2021-07-31,2022-09-22,50-64,1114015,0,0
2021,30,2021-07-25,2021-07-31,2022-09-22,65+,858698,18,2.1
2021,30,2021-07-25,2021-07-31,2022-09-22,Total,5562663,19,0.3
2021,31,2021-08-01,2021-08-07,2022-09-22,0-4,351664,0,0
2021,31,2021-08-01,2021-08-07,2022-09-22,12-17,433734,0,0
2021,31,2021-08-01,2021-08-07,2022-09-22,18-49,2294817,2,0.1
2021,31,2021-08-01,2021-08-07,2022-09-22,5-11,509735,0,0
2021,31,2021-08-01,2021-08-07,2022-09-22,50-64,1114015,2,0.2
2021,31,2021-08-01,2021-08-07,2022-09-22,65+,858698,18,2.1
2021,31,2021-08-01,2021-08-07,2022-09-22,Total,5562663,22,0.4
2021,32,2021-08-08,2021-08-14,2022-09-22,0-4,351664,0,0
2021,32,2021-08-08,2021-08-14,2022-09-22,12-17,433734,0,0
2021,32,2021-08-08,2021-08-14,2022-09-22,18-49,2294817,1,0
2021,32,2021-08-08,2021-08-14,2022-09-22,5-11,509735,0,0
2021,32,2021-08-08,2021-08-14,2022-09-22,50-64,1114015,4,0.4
2021,32,2021-08-08,2021-08-14,2022-09-22,65+,858698,23,2.7
2021,32,2021-08-08,2021-08-14,2022-09-22,Total,5562663,28,0.5
2021,33,2021-08-15,2021-08-21,2022-09-22,0-4,351664,0,0
2021,33,2021-08-15,2021-08-21,2022-09-22,12-17,433734,0,0
2021,33,2021-08-15,2021-08-21,2022-09-22,18-49,2294817,1,0
2021,33,2021-08-15,2021-08-21,2022-09-22,5-11,509735,0,0
2021,33,2021-08-15,2021-08-21,2022-09-22,50-64,1114015,9,0.8
2021,33,2021-08-15,2021-08-21,2022-09-22,65+,858698,23,2.7
2021,33,2021-08-15,2021-08-21,2022-09-22,Total,5562663,33,0.6
2021,34,2021-08-22,2021-08-28,2022-09-22,0-4,351664,0,0
2021,34,2021-08-22,2021-08-28,2022-09-22,12-17,433734,0,0
2021,34,2021-08-22,2021-08-28,2022-09-22,18-49,2294817,1,0
2021,34,2021-08-22,2021-08-28,2022-09-22,5-11,509735,0,0
2021,34,2021-08-22,2021-08-28,2022-09-22,50-64,1114015,11,1
2021,34,2021-08-22,2021-08-28,2022-09-22,65+,858698,38,4.4
2021,34,2021-08-22,2021-08-28,2022-09-22,Total,5562663,50,0.9
2021,35,2021-08-29,2021-09-04,2022-09-22,0-4,351664,0,0
2021,35,2021-08-29,2021-09-04,2022-09-22,12-17,433734,0,0
2021,35,2021-08-29,2021-09-04,2022-09-22,18-49,2294817,8,0.3
2021,35,2021-08-29,2021-09-04,2022-09-22,5-11,509735,0,0
2021,35,2021-08-29,2021-09-04,2022-09-22,50-64,1114015,15,1.3
2021,35,2021-08-29,2021-09-04,2022-09-22,65+,858698,34,4
2021,35,2021-08-29,2021-09-04,2022-09-22,Total,5562663,57,1
2021,36,2021-09-05,2021-09-11,2022-09-22,0-4,351664,0,0
2021,36,2021-09-05,2021-09-11,2022-09-22,12-17,433734,0,0
2021,36,2021-09-05,2021-09-11,2022-09-22,18-49,2294817,7,0.3
2021,36,2021-09-05,2021-09-11,2022-09-22,5-11,509735,0,0
2021,36,2021-09-05,2021-09-11,2022-09-22,50-64,1114015,14,1.3
2021,36,2021-09-05,2021-09-11,2022-09-22,65+,858698,46,5.4
2021,36,2021-09-05,2021-09-11,2022-09-22,Total,5562663,67,1.2
2021,37,2021-09-12,2021-09-18,2022-09-22,0-4,351664,0,0
2021,37,2021-09-12,2021-09-18,2022-09-22,12-17,433734,0,0
2021,37,2021-09-12,2021-09-18,2022-09-22,18-49,2294817,5,0.2
2021,37,2021-09-12,2021-09-18,2022-09-22,5-11,509735,0,0
2021,37,2021-09-12,2021-09-18,2022-09-22,50-64,1114015,12,1.1
2021,37,2021-09-12,2021-09-18,2022-09-22,65+,858698,65,7.6
2021,37,2021-09-12,2021-09-18,2022-09-22,Total,5562663,82,1.5
2021,38,2021-09-19,2021-09-25,2022-09-22,0-4,351664,0,0
2021,38,2021-09-19,2021-09-25,2022-09-22,12-17,433734,0,0
2021,38,2021-09-19,2021-09-25,2022-09-22,18-49,2294817,6,0.3
2021,38,2021-09-19,2021-09-25,2022-09-22,5-11,509735,0,0
2021,38,2021-09-19,2021-09-25,2022-09-22,50-64,1114015,18,1.6
2021,38,2021-09-19,2021-09-25,2022-09-22,65+,858698,78,9.1
2021,38,2021-09-19,2021-09-25,2022-09-22,Total,5562663,102,1.8
2021,39,2021-09-26,2021-10-02,2022-09-22,0-4,351664,0,0
2021,39,2021-09-26,2021-10-02,2022-09-22,12-17,433734,0,0
2021,39,2021-09-26,2021-10-02,2022-09-22,18-49,2294817,10,0.4
2021,39,2021-09-26,2021-10-02,2022-09-22,5-11,509735,0,0
2021,39,2021-09-26,2021-10-02,2022-09-22,50-64,1114015,28,2.5
2021,39,2021-09-26,2021-10-02,2022-09-22,65+,858698,69,8
2021,39,2021-09-26,2021-10-02,2022-09-22,Total,5562663,107,1.9
2021,40,2021-10-03,2021-10-09,2022-09-22,0-4,351664,0,0
2021,40,2021-10-03,2021-10-09,2022-09-22,12-17,433734,0,0
2021,40,2021-10-03,2021-10-09,2022-09-22,18-49,2294817,8,0.3
2021,40,2021-10-03,2021-10-09,2022-09-22,5-11,509735,0,0
2021,40,2021-10-03,2021-10-09,2022-09-22,50-64,1114015,34,3.1
2021,40,2021-10-03,2021-10-09,2022-09-22,65+,858698,96,11.2
2021,40,2021-10-03,2021-10-09,2022-09-22,Total,5562663,138,2.5
2021,41,2021-10-10,2021-10-16,2022-09-22,0-4,351664,0,0
2021,41,2021-10-10,2021-10-16,2022-09-22,12-17,433734,0,0
2021,41,2021-10-10,2021-10-16,2022-09-22,18-49,2294817,7,0.3
2021,41,2021-10-10,2021-10-16,2022-09-22,5-11,509735,0,0
2021,41,2021-10-10,2021-10-16,2022-09-22,50-64,1114015,23,2.1
2021,41,2021-10-10,2021-10-16,2022-09-22,65+,858698,97,11.3
2021,41,2021-10-10,2021-10-16,2022-09-22,Total,5562663,127,2.3
2021,42,2021-10-17,2021-10-23,2022-09-22,0-4,351664,0,0
2021,42,2021-10-17,2021-10-23,2022-09-22,12-17,433734,1,0.2
2021,42,2021-10-17,2021-10-23,2022-09-22,18-49,2294817,12,0.5
2021,42,2021-10-17,2021-10-23,2022-09-22,5-11,509735,0,0
2021,42,2021-10-17,2021-10-23,2022-09-22,50-64,1114015,21,1.9
2021,42,2021-10-17,2021-10-23,2022-09-22,65+,858698,102,11.9
2021,42,2021-10-17,2021-10-23,2022-09-22,Total,5562663,136,2.4
2021,43,2021-10-24,2021-10-30,2022-09-22,0-4,351664,0,0
2021,43,2021-10-24,2021-10-30,2022-09-22,12-17,433734,1,0.2
2021,43,2021-10-24,2021-10-30,2022-09-22,18-49,2294817,12,0.5
2021,43,2021-10-24,2021-10-30,2022-09-22,5-11,509735,0,0
2021,43,2021-10-24,2021-10-30,2022-09-22,50-64,1114015,23,2.1
2021,43,2021-10-24,2021-10-30,2022-09-22,65+,858698,112,13
2021,43,2021-10-24,2021-10-30,2022-09-22,Total,5562663,148,2.7
2021,44,2021-10-31,2021-11-06,2022-09-22,0-4,351664,0,0
2021,44,2021-10-31,2021-11-06,2022-09-22,12-17,433734,0,0
2021,44,2021-10-31,2021-11-06,2022-09-22,18-49,2294817,12,0.5
2021,44,2021-10-31,2021-11-06,2022-09-22,5-11,509735,0,0
2021,44,2021-10-31,2021-11-06,2022-09-22,50-64,1114015,33,3
2021,44,2021-10-31,2021-11-06,2022-09-22,65+,858698,120,14
2021,44,2021-10-31,2021-11-06,2022-09-22,Total,5562663,165,3
2021,45,2021-11-07,2021-11-13,2022-09-22,0-4,351664,0,0
2021,45,2021-11-07,2021-11-13,2022-09-22,12-17,433734,0,0
2021,45,2021-11-07,2021-11-13,2022-09-22,18-49,2294817,12,0.5
2021,45,2021-11-07,2021-11-13,2022-09-22,5-11,509735,0,0
2021,45,2021-11-07,2021-11-13,2022-09-22,50-64,1114015,40,3.6
2021,45,2021-11-07,2021-11-13,2022-09-22,65+,858698,124,14.4
2021,45,2021-11-07,2021-11-13,2022-09-22,Total,5562663,176,3.2
