year,week,mmwr_startdate,mmwr_enddate,report_date,age_group,pop_size,new_deaths,new_deaths_7day
2021,46,2021-11-14,2021-11-20,2022-09-22,0-4,351664,0,0
2021,46,2021-11-14,2021-11-20,2022-09-22,12-17,433734,0,0
2021,46,2021-11-14,2021-11-20,2022-09-22,18-49,2294817,9,0.4
2021,46,2021-11-14,2021-11-20,2022-09-22,5-11,509735,0,0
2021,46,2021-11-14,2021-11-20,2022-09-22,50-64,1114015,46,4.1
2021,46,2021-11-14,2021-11-20,2022-09-22,65+,858698,161,18.7
2021,46,2021-11-14,2021-11-20,2022-09-22,Total,5562663,216,3.9
2021,47,2021-11-21,2021-11-27,2022-09-22,0-4,351664,0,0
2021,47,2021-11-21,2021-11-27,2022-09-22,12-17,433734,0,0
2021,47,2021-11-21,2021-11-27,2022-09-22,18-49,2294817,17,0.7
2021,47,2021-11-21,2021-11-27,2022-09-22,5-11,509735,0,0
2021,47,2021-11-21,2021-11-27,2022-09-22,50-64,1114015,54,4.8
2021,47,2021-11-21,2021-11-27,2022-09-22,65+,858698,170,19.8
2021,47,2021-11-21,2021-11-27,2022-09-22,Total,5562663,241,4.3
2021,48,2021-11-28,2021-12-04,2022-09-22,0-4,351664,0,0
2021,48,2021-11-28,2021-12-04,2022-09-22,12-17,433734,1,0.2
2021,48,2021-11-28,2021-12-04,2022-09-22,18-49,2294817,15,0.7
2021,48,2021-11-28,2021-12-04,2022-09-22,5-11,509735,0,0
2021,48,2021-11-28,2021-12-04,2022-09-22,50-64,1114015,45,4
2021,48,2021-11-28,2021-12-04,2022-09-22,65+,858698,198,23.1
2021,48,2021-11-28,2021-12-04,2022-09-22,Total,5562663,259,4.7
2021,49,2021-12-05,2021-12-11,2022-09-22,0-4,351664,0,0
2021,49,2021-12-05,2021-12-11,2022-09-22,12-17,433734,0,0
2021,49,2021-12-05,2021-12-11,2022-09-22,18-49,2294817,22,1
2021,49,2021-12-05,2021-12-11,2022-09-22,5-11,509735,0,0
2021,49,2021-12-05,2021-12-11,2022-09-22,50-64,1114015,65,5.8
2021,49,2021-12-05,2021-12-11,2022-09-22,65+,858698,170,19.8
2021,49,2021-12-05,2021-12-11,2022-09-22,Total,5562663,257,4.6
2021,50,2021-12-12,2021-12-18,2022-09-22,0-4,351664,0,0
2021,50,2021-12-12,2021-12-18,2022-09-22,12-17,433734,0,0
2021,50,2021-12-12,2021-12-18,2022-09-22,18-49,2294817,25,1.1
2021,50,2021-12-12,2021-12-18,2022-09-22,5-11,509735,0,0
2021,50,2021-12-12,2021-12-18,2022-09-22,50-64,1114015,62,5.6
2021,50,2021-12-12,2021-12-18,2022-09-22,65+,858698,168,19.6
2021,50,2021-12-12,2021-12-18,2022-09-22,Total,5562663,255,4.6
2021,51,2021-12-19,2021-12-25,2022-09-22,0-4,351664,0,0
2021,51,2021-12-19,2021-12-25,2022-09-22,12-17,433734,0,0
2021,51,2021-12-19,2021-12-25,2022-09-22,18-49,2294817,19,0.8
2021,51,2021-12-19,2021-12-25,2022-09-22,5-11,509735,0,0
2021,51,2021-12-19,2021-12-25,2022-09-22,50-64,1114015,57,5.1
2021,51,2021-12-19,2021-12-25,2022-09-22,65+,858698,132,15.4
2021,51,2021-12-19,2021-12-25,2022-09-22,Total,5562663,208,3.7
2021,52,2021-12-26,2022-01-01,2022-09-22,0-4,351664,0,0
2021,52,2021-12-26,2022-01-01,2022-09-22,12-17,433734,0,0
2021,52,2021-12-26,2022-01-01,2022-09-22,18-49,2294817,23,1
2021,52,2021-12-26,2022-01-01,2022-09-22,5-11,509735,0,0
2021,52,2021-12-26,2022-01-01,2022-09-22,50-64,1114015,52,4.7
2021,52,2021-12-26,2022-01-01,2022-09-22,65+,858698,154,17.9
2021,52,2021-12-26,2022-01-01,2022-09-22,Total,5562663,229,4.1
2022,1,2022-01-02,2022-01-08,2022-09-22,0-4,351664,0,0
2022,1,2022-01-02,2022-01-08,2022-09-22,12-17,433734,0,0
2022,1,2022-01-02,2022-01-08,2022-09-22,18-49,2294817,22,1
2022,1,2022-01-02,2022-01-08,2022-09-22,5-11,509735,0,0
2022,1,2022-01-02,2022-01-08,2022-09-22,50-64,1114015,51,4.6
2022,1,2022-01-02,2022-01-08,2022-09-22,65+,858698,139,16.2
2022,1,2022-01-02,2022-01-08,2022-09-22,Total,5562663,212,3.8
2022,2,2022-01-09,2022-01-15,2022-09-22,0-4,351664,0,0
2022,2,2022-01-09,2022-01-15,2022-09-22,12-17,433734,0,0
2022,2,2022-01-09,2022-01-15,2022-09-22,18-49,2294817,24,1
2022,2,2022-01-09,2022-01-15,2022-09-22,5-11,509735,0,0
2022,2,2022-01-09,2022-01-15,2022-09-22,50-64,1114015,32,2.9
2022,2,2022-01-09,2022-01-15,2022-09-22,65+,858698,126,14.7
2022,2,2022-01-09,2022-01-15,2022-09-22,Total,5562663,182,3.3
2022,3,2022-01-16,2022-01-22,2022-09-22,0-4,351664,0,0
2022,3,2022-01-16,2022-01-22,2022-09-22,12-17,433734,1,0.2
2022,3,2022-01-16,2022-01-22,2022-09-22,18-49,2294817,11,0.5
2022,3,2022-01-16,2022-01-22,2022-09-22,5-11,509735,0,0
2022,3,2022-01-16,2022-01-22,2022-09-22,50-64,1114015,45,4
2022,3,2022-01-16,2022-01-22,2022-09-22,65+,858698,158,18.4
2022,3,2022-01-16,2022-01-22,2022-09-22,Total,5562663,215,3.9
2022,4,2022-01-23,2022-01-29,2022-09-22,0-4,351664,0,0
2022,4,2022-01-23,2022-01-29,2022-09-22,12-17,433734,0,0
2022,4,2022-01-23,2022-01-29,2022-09-22,18-49,2294817,10,0.4
2022,4,2022-01-23,2022-01-29,2022-09-22,5-11,509735,0,0
2022,4,2022-01-23,2022-01-29,2022-09-22,50-64,1114015,48,4.3
2022,4,2022-01-23,2022-01-29,2022-09-22,65+,858698,172,20
2022,4,2022-01-23,2022-01-29,2022-09-22,Total,5562663,230,4.1
2022,5,2022-01-30,2022-02-05,2022-09-22,0-4,351664,0,0
2022,5,2022-01-30,2022-02-05,2022-09-22,12-17,433734,0,0
2022,5,2022-01-30,2022-02-05,2022-09-22,18-49,2294817,6,0.3
2022,5,2022-01-30,2022-02-05,2022-09-22,5-11,509735,0,0
2022,5,2022-01-30,2022-02-05,2022-09-22,50-64,1114015,29,2.6
2022,5,2022-01-30,2022-02-05,2022-09-22,65+,858698,140,16.3
2022,5,2022-01-30,2022-02-05,2022-09-22,Total,5562663,175,3.1
2022,6,2022-02-06,2022-02-12,2022-09-22,0-4,351664,0,0
2022,6,2022-02-06,2022-02-12,2022-09-22,12-17,433734,0,0
2022,6,2022-02-06,2022-02-12,2022-09-22,18-49,2294817,2,0.1
2022,6,2022-02-06,2022-02-12,2022-09-22,5-11,509735,0,0
2022,6,2022-02-06,2022-02-12,2022-09-22,50-64,1114015,31,2.8
2022,6,2022-02-06,2022-02-12,2022-09-22,65+,858698,126,14.7
2022,6,2022-02-06,2022-02-12,2022-09-22,Total,5562663,159,2.9
2022,7,2022-02-13,2022-02-19,2022-09-22,0-4,351664,0,0
2022,7,2022-02-13,2022-02-19,2022-09-22,12-17,433734,0,0
2022,7,2022-02-13,2022-02-19,2022-09-22,18-49,2294817,8,0.3
2022,7,2022-02-13,2022-02-19,2022-09-22,5-11,509735,0,0
2022,7,2022-02-13,2022-02-19,2022-09-22,50-64,1114015,25,2.2
2022,7,2022-02-13,2022-02-19,2022-09-22,65+,858698,93,10.8
2022,7,2022-02-13,2022-02-19,2022-09-22,Total,5562663,126,2.3
2022,8,2022-02-20,2022-02-26,2022-09-22,0-4,351664,0,0
2022,8,2022-02-20,2022-02-26,2022-09-22,12-17,433734,0,0
2022,8,2022-02-20,2022-02-26,2022-09-22,18-49,2294817,4,0.2
2022,8,2022-02-20,2022-02-26,2022-09-22,5-11,509735,0,0
2022,8,2022-02-20,2022-02-26,2022-09-22,50-64,1114015,16,1.4
2022,8,2022-02-20,2022-02-26,2022-09-22,65+,858698,74,8.6
2022,8,2022-02-20,2022-02-26,2022-09-22,Total,5562663,94,1.7
2022,9,2022-02-27,2022-03-05,2022-09-22,0-4,351664,0,0
2022,9,2022-02-27,2022-03-05,2022-09-22,12-17,433734,0,0
2022,9,2022-02-27,2022-03-05,2022-09-22,18-49,2294817,1,0
2022,9,2022-02-27,2022-03-05,2022-09-22,5-11,509735,0,0
2022,9,2022-02-27,2022-03-05,2022-09-22,50-64,1114015,10,0.9
2022,9,2022-02-27,2022-03-05,2022-09-22,65+,858698,47,5.5
2022,9,2022-02-27,2022-03-05,2022-09-22,Total,5562663,58,1
2022,10,2022-03-06,2022-03-12,2022-09-22,0-4,351664,0,0
2022,10,2022-03-06,2022-03-12,2022-09-22,12-17,433734,0,0
2022,10,2022-03-06,2022-03-12,2022-09-22,18-49,2294817,3,0.1
2022,10,2022-03-06,2022-03-12,2022-09-22,5-11,509735,0,0
2022,10,2022-03-06,2022-03-12,2022-09-22,50-64,1114015,9,0.8
2022,10,2022-03-06,2022-03-12,2022-09-22,65+,858698,39,4.5
2022,10,2022-03-06,2022-03-12,2022-09-22,Total,5562663,51,0.9
2022,11,2022-03-13,2022-03-19,2022-09-22,0-4,351664,0,0
2022,11,2022-03-13,2022-03-19,2022-09-22,12-17,433734,0,0
2022,11,2022-03-13,2022-03-19,2022-09-22,18-49,2294817,1,0
2022,11,2022-03-13,2022-03-19,2022-09-22,5-11,509735,0,0
2022,11,2022-03-13,2022-03-19,2022-09-22,50-64,1114015,4,0.4
2022,11,2022-03-13,2022-03-19,2022-09-22,65+,858698,20,2.3
2022,11,2022-03-13,2022-03-19,2022-09-22,Total,5562663,25,0.4
2022,12,2022-03-20,2022-03-26,2022-09-22,0-4,351664,0,0
2022,12,2022-03-20,2022-03-26,2022-09-22,12-17,433734,0,0
2022,12,2022-03-20,2022-03-26,2022-09-22,18-49,2294817,0,0
2022,12,2022-03-20,2022-03-26,2022-09-22,5-11,509735,0,0
2022,12,2022-03-20,2022-03-26,2022-09-22,50-64,1114015,8,0.7
2022,12,2022-03-20,2022-03-26,2022-09-22,65+,858698,26,3
2022,12,2022-03-20,2022-03-26,2022-09-22,Total,5562663,34,0.6
2022,13,2022-03-27,2022-04-02,2022-09-22,0-4,351664,0,0
2022,13,2022-03-27,2022-04-02,2022-09-22,12-17,433734,0,0
2022,13,2022-03-27,2022-04-02,2022-09-22,18-49,2294817,0,0
2022,13,2022-03-27,2022-04-02,2022-09-22,5-11,509735,0,0
2022,13,2022-03-27,2022-04-02,2022-09-22,50-64,1114015,2,0.2
2022,13,2022-03-27,2022-04-02,2022-09-22,65+,858698,20,2.3
2022,13,2022-03-27,2022-04-02,2022-09-22,Total,5562663,22,0.4
2022,14,2022-04-03,2022-04-09,2022-09-22,0-4,351664,0,0
2022,14,2022-04-03,2022-04-09,2022-09-22,12-17,433734,0,0
2022,14,2022-04-03,2022-04-09,2022-09-22,18-49,2294817,1,0
2022,14,2022-04-03,2022-04-09,2022-09-22,5-11,509735,0,0
2022,14,2022-04-03,2022-04-09,2022-09-22,50-64,1114015,3,0.3
2022,14,2022-04-03,2022-04-09,2022-09-22,65+,858698,21,2.4
2022,14,2022-04-03,2022-04-09,2022-09-22,Total,5562663,25,0.4
2022,15,2022-04-10,2022-04-16,2022-09-22,0-4,351664,0,0
2022,15,2022-04-10,2022-04-16,2022-09-22,12-17,433734,0,0
2022,15,2022-04-10,2022-04-16,2022-09-22,18-49,2294817,2,0.1
2022,15,2022-04-10,2022-04-16,2022-09-22,5-11,509735,0,0
2022,15,2022-04-10,2022-04-16,2022-09-22,50-64,1114015,3,0.3
2022,15,2022-04-10,2022-04-16,2022-09-22,65+,858698,11,1.3
2022,15,2022-04-10,2022-04-16,2022-09-22,Total,5562663,16,0.3
2022,16,2022-04-17,2022-04-23,2022-09-22,0-4,351664,1,0.3
2022,16,2022-04-17,2022-04-23,2022-09-22,12-17,433734,0,0
2022,16,2022-04-17,2022-04-23,2022-09-22,18-49,2294817,0,0
2022,16,2022-04-17,2022-04-23,2022-09-22,5-11,509735,0,0
2022,16,2022-04-17,2022-04-23,2022-09-22,50-64,1114015,5,0.4
2022,16,2022-04-17,2022-04-23,2022-09-22,65+,858698,14,1.6
2022,16,2022-04-17,2022-04-23,2022-09-22,Total,5562663,20,0.4
2022,17,2022-04-24,2022-04-30,2022-09-22,0-4,351664,0,0
2022,17,2022-04-24,2022-04-30,2022-09-22,12-17,433734,0,0
2022,17,2022-04-24,2022-04-30,2022-09-22,18-49,2294817,1,0
2022,17,2022-04-24,2022-04-30,2022-09-22,5-11,509735,0,0
2022,17,2022-04-24,2022-04-30,2022-09-22,50-64,1114015,1,0.1
2022,17,2022-04-24,2022-04-30,2022-09-22,65+,858698,10,1.2
2022,17,2022-04-24,2022-04-30,2022-09-22,Total,5562663,12,0.2
2022,18,2022-05-01,2022-05-07,2022-09-22,0-4,351664,0,0
2022,18,2022-05-01,2022-05-07,2022-09-22,12-17,433734,0,0
2022,18,2022-05-01,2022-05-07,2022-09-22,18-49,2294817,0,0
2022,18,2022-05-01,2022-05-07,2022-09-22,5-11,509735,0,0
2022,18,2022-05-01,2022-05-07,2022-09-22,50-64,1114015,3,0.3
2022,18,2022-05-01,2022-05-07,2022-09-22,65+,858698,28,3.3
2022,18,2022-05-01,2022-05-07,2022-09-22,Total,5562663,31,0.6
2022,19,2022-05-08,2022-05-14,2022-09-22,0-4,351664,0,0
2022,19,2022-05-08,2022-05-14,2022-09-22,12-17,433734,0,0
2022,19,2022-05-08,2022-05-14,2022-09-22,18-49,2294817,1,0
2022,19,2022-05-08,2022-05-14,2022-09-22,5-11,509735,0,0
2022,19,2022-05-08,2022-05-14,2022-09-22,50-64,1114015,1,0.1
2022,19,2022-05-08,2022-05-14,2022-09-22,65+,858698,33,3.8
2022,19,2022-05-08,2022-05-14,2022-09-22,Total,5562663,35,0.6
2022,20,2022-05-15,2022-05-21,2022-09-22,0-4,351664,0,0
2022,20,2022-05-15,2022-05-21,2022-09-22,12-17,433734,0,0
2022,20,2022-05-15,2022-05-21,2022-09-22,18-49,2294817,1,0
2022,20,2022-05-15,2022-05-21,2022-09-22,5-11,509735,0,0
2022,20,2022-05-15,2022-05-21,2022-09-22,50-64,1114015,4,0.4
2022,20,2022-05-15,2022-05-21,2022-09-22,65+,858698,26,3
2022,20,2022-05-15,2022-05-21,2022-09-22,Total,5562663,31,0.6
2022,21,2022-05-22,2022-05-28,2022-09-22,0-4,351664,0,0
2022,21,2022-05-22,2022-05-28,2022-09-22,12-17,433734,0,0
2022,21,2022-05-22,2022-05-28,2022-09-22,18-49,2294817,2,0.1
2022,21,2022-05-22,2022-05-28,2022-09-22,5-11,509735,0,0
2022,21,2022-05-22,2022-05-28,2022-09-22,50-64,1114015,4,0.4
2022,21,2022-05-22,2022-05-28,2022-09-22,65+,858698,45,5.2
2022,21,2022-05-22,2022-05-28,2022-09-22,Total,5562663,51,0.9
2022,22,2022-05-29,2022-06-04,2022-09-22,0-4,351664,0,0
2022,22,2022-05-29,2022-06-04,2022-09-22,12-17,433734,0,0
2022,22,2022-05-29,2022-06-04,2022-09-22,18-49,2294817,0,0
2022,22,2022-05-29,2022-06-04,2022-09-22,5-11,509735,0,0
2022,22,2022-05-29,2022-06-04,2022-09-22,50-64,1114015,7,0.6
2022,22,2022-05-29,2022-06-04,2022-09-22,65+,858698,34,4
2022,22,2022-05-29,2022-06-04,2022-09-22,Total,5562663,41,0.7
2022,23,2022-06-05,2022-06-11,2022-09-22,0-4,351664,0,0
2022,23,2022-06-05,2022-06-11,2022-09-22,12-17,433734,0,0
2022,23,2022-06-05,2022-06-11,2022-09-22,18-49,2294817,0,0
2022,23,2022-06-05,2022-06-11,2022-09-22,5-11,509735,0,0
2022,23,2022-06-05,2022-06-11,2022-09-22,50-64,1114015,1,0.1
2022,23,2022-06-05,2022-06-11,2022-09-22,65+,858698,29,3.4
2022,23,2022-06-05,2022-06-11,2022-09-22,Total,5562663,30,0.5
2022,24,2022-06-12,2022-06-18,2022-09-22,0-4,351664,0,0
2022,24,2022-06-12,2022-06-18,2022-09-22,12-17,433734,1,0.2
2022,24,2022-06-12,2022-06-18,2022-09-22,18-49,2294817,2,0.1
2022,24,2022-06-12,2022-06-18,2022-09-22,5-11,509735,0,0
2022,24,2022-06-12,2022-06-18,2022-09-22,50-64,1114015,2,0.2
2022,24,2022-06-12,2022-06-18,2022-09-22,65+,858698,32,3.7
2022,24,2022-06-12,2022-06-18,2022-09-22,Total,5562663,37,0.7
2022,25,2022-06-19,2022-06-25,2022-09-22,0-4,351664,0,0
2022,25,2022-06-19,2022-06-25,2022-09-22,12-17,433734,1,0.2
2022,25,2022-06-19,2022-06-25,2022-09-22,18-49,2294817,2,0.1
2022,25,2022-06-19,2022-06-25,2022-09-22,5-11,509735,0,0
2022,25,2022-06-19,2022-06-25,2022-09-22,50-64,1114015,3,0.3
2022,25,2022-06-19,2022-06-25,2022-09-22,65+,858698,31,3.6
2022,25,2022-06-19,2022-06-25,2022-09-22,Total,5562663,37,0.7
2022,26,2022-06-26,2022-07-02,2022-09-22,0-4,351664,0,0
2022,26,2022-06-26,2022-07-02,2022-09-22,12-17,433734,0,0
2022,26,2022-06-26,2022-07-02,2022-09-22,18-49,2294817,0,0
2022,26,2022-06-26,2022-07-02,2022-09-22,5-11,509735,0,0
2022,26,2022-06-26,2022-07-02,2022-09-22,50-64,1114015,5,0.4
2022,26,2022-06-26,2022-07-02,2022-09-22,65+,858698,26,3
2022,26,2022-06-26,2022-07-02,2022-09-22,Total,5562663,31,0.6
2022,27,2022-07-03,2022-07-09,2022-09-22,0-4,351664,0,0
2022,27,2022-07-03,2022-07-09,2022-09-22,12-17,433734,0,0
2022,27,2022-07-03,2022-07-09,2022-09-22,18-49,2294817,0,0
2022,27,2022-07-03,2022-07-09,2022-09-22,5-11,509735,0,0
2022,27,2022-07-03,2022-07-09,2022-09-22,50-64,1114015,3,0.3
2022,27,2022-07-03,2022-07-09,2022-09-22,65+,858698,31,3.6
2022,27,2022-07-03,2022-07-09,2022-09-22,Total,5562663,34,0.6
2022,28,2022-07-10,2022-07-16,2022-09-22,0-4,351664,0,0
2022,28,2022-07-10,2022-07-16,2022-09-22,12-17,433734,0,0
2022,28,2022-07-10,2022-07-16,2022-09-22,18-49,2294817,1,0
2022,28,2022-07-10,2022-07-16,2022-09-22,5-11,509735,0,0
2022,28,2022-07-10,2022-07-16,2022-09-22,50-64,1114015,2,0.2
2022,28,2022-07-10,2022-07-16,2022-09-22,65+,858698,34,4
2022,28,2022-07-10,2022-07-16,2022-09-22,Total,5562663,37,0.7
2022,29,2022-07-17,2022-07-23,2022-09-22,0-4,351664,0,0
2022,29,2022-07-17,2022-07-23,2022-09-22,12-17,433734,0,0
2022,29,2022-07-17,2022-07-23,2022-09-22,18-49,2294817,2,0.1
2022,29,2022-07-17,2022-07-23,2022-09-22,5-11,509735,0,0
2022,29,2022-07-17,2022-07-23,2022-09-22,50-64,1114015,2,0.2
2022,29,2022-07-17,2022-07-23,2022-09-22,65+,858698,40,4.7
2022,29,2022-07-17,2022-07-23,2022-09-22,Total,5562663,44,0.8
2022,30,2022-07-24,2022-07-30,2022-09-22,0-4,351664,0,0
2022,30,2022-07-24,2022-07-30,2022-09-22,12-17,433734,0,0
2022,30,2022-07-24,2022-07-30,2022-09-22,18-49,2294817,2,0.1
2022,30,2022-07-24,2022-07-30,2022-09-22,5-11,509735,0,0
2022,30,2022-07-24,2022-07-30,2022-09-22,50-64,1114015,0,0
2022,30,2022-07-24,2022-07-30,2022-09-22,65+,858698,24,2.8
2022,30,2022-07-24,2022-07-30,2022-09-22,Total,5562663,26,0.5
2022,31,2022-07-31,2022-08-06,2022-09-22,0-4,351664,0,0
2022,31,2022-07-31,2022-08-06,2022-09-22,12-17,433734,0,0
2022,31,2022-07-31,2022-08-06,2022-09-22,18-49,2294817,1,0
2022,31,2022-07-31,2022-08-06,2022-09-22,5-11,509735,0,0
2022,31,2022-07-31,2022-08-06,2022-09-22,50-64,1114015,3,0.3
2022,31,2022-07-31,2022-08-06,2022-09-22,65+,858698,23,2.7
2022,31,2022-07-31,2022-08-06,2022-09-22,Total,5562663,27,0.5
2022,32,2022-08-07,2022-08-13,2022-09-22,0-4,351664,0,0
2022,32,2022-08-07,2022-08-13,2022-09-22,12-17,433734,0,0
2022,32,2022-08-07,2022-08-13,2022-09-22,18-49,2294817,0,0
2022,32,2022-08-07,2022-08-13,2022-09-22,5-11,509735,0,0
2022,32,2022-08-07,2022-08-13,2022-09-22,50-64,1114015,4,0.4
2022,32,2022-08-07,2022-08-13,2022-09-22,65+,858698,32,3.7
2022,32,2022-08-07,2022-08-13,2022-09-22,Total,5562663,36,0.6
2022,33,2022-08-14,2022-08-20,2022-09-22,0-4,351664,0,0
2022,33,2022-08-14,2022-08-20,2022-09-22,12-17,433734,0,0
2022,33,2022-08-14,2022-08-20,2022-09-22,18-49,2294817,1,0
2022,33,2022-08-14,2022-08-20,2022-09-22,5-11,509735,0,0
2022,33,2022-08-14,2022-08-20,2022-09-22,50-64,1114015,0,0
2022,33,2022-08-14,2022-08-20,2022-09-22,65+,858698,28,3.3
2022,33,2022-08-14,2022-08-20,2022-09-22,Total,5562663,29,0.5
2022,34,2022-08-21,2022-08-27,2022-09-22,0-4,351664,0,0
2022,34,2022-08-21,2022-08-27,2022-09-22,12-17,433734,0,0
2022,34,2022-08-21,2022-08-27,2022-09-22,18-49,2294817,2,0.1
2022,34,2022-08-21,2022-08-27,2022-09-22,5-11,509735,0,0
2022,34,2022-08-21,2022-08-27,2022-09-22,50-64,1114015,1,0.1
2022,34,2022-08-21,2022-08-27,2022-09-22,65+,858698,45,5.2
2022,34,2022-08-21,2022-08-27,2022-09-22,Total,5562663,48,0.9
2022,35,2022-08-28,2022-09-03,2022-09-22,0-4,351664,0,0
2022,35,2022-08-28,2022-09-03,2022-09-22,12-17,433734,0,0
2022,35,2022-08-28,2022-09-03,2022-09-22,18-49,2294817,1,0
2022,35,2022-08-28,2022-09-03,2022-09-22,5-11,509735,0,0
2022,35,2022-08-28,2022-09-03,2022-09-22,50-64,1114015,6,0.5
2022,35,2022-08-28,2022-09-03,2022-09-22,65+,858698,30,3.5
2022,35,2022-08-28,2022-09-03,2022-09-22,Total,5562663,37,0.7
2022,36,2022-09-04,2022-09-10,2022-09-22,0-4,351664,0,0
2022,36,2022-09-04,2022-09-10,2022-09-22,12-17,433734,0,0
2022,36,2022-09-04,2022-09-10,2022-09-22,18-49,2294817,0,0
2022,36,2022-09-04,2022-09-10,2022-09-22,5-11,509735,0,0
2022,36,2022-09-04,2022-09-10,2022-09-22,50-64,1114015,3,0.3
2022,36,2022-09-04,2022-09-10,2022-09-22,65+,858698,35,4.1
2022,36,2022-09-04,2022-09-10,2022-09-22,Total,5562663,38,0.7
2022,37,2022-09-11,2022-09-17,2022-09-22,0-4,351664,0,0
2022,37,2022-09-11,2022-09-17,2022-09-22,12-17,433734,0,0
2022,37,2022-09-11,2022-09-17,2022-09-22,18-49,2294817,0,0
2022,37,2022-09-11,2022-09-17,2022-09-22,5-11,509735,0,0
2022,37,2022-09-11,2022-09-17,2022-09-22,50-64,1114015,5,0.4
2022,37,2022-09-11,2022-09-17,2022-09-22,65+,858698,20,2.3
2022,37,2022-09-11,2022-09-17,2022-09-22,Total,5562663,25,0.4
2022,38,2022-09-18,2022-09-24,2022-09-22,0-4,351664,0,0
2022,38,2022-09-18,2022-09-24,2022-09-22,12-17,433734,0,0
2022,38,2022-09-18,2022-09-24,2022-09-22,18-49,2294817,0,0
2022,38,2022-09-18,2022-09-24,2022-09-22,5-11,509735,0,0
2022,38,2022-09-18,2022-09-24,2022-09-22,50-64,1114015,0,0
2022,38,2022-09-18,2022-09-24,2022-09-22,65+,858698,0,0
2022,38,2022-09-18,2022-09-24,2022-09-22,Total,5562663,0,0
