date,day,cases_7day,tests_7day,positive_rate_7day,new_hosp_7day,deaths_7day,active_cases_7day,new_vaccines_1x_7day,new_vaccines_full_7day,new_boosters_7day
2021-08-20,Friday,1250,24794.714285714286,0.050413970719565805,63.142857142857146,4.428571428571429,9543,5354.857142857143,3431.8571428571427,NA
2021-08-19,Thursday,1196.857142857143,24389,0.04907364561306912,61.714285714285715,3.857142857142857,9103.8,5780.285714285715,3539.4285714285716,NA
2021-08-18,Wednesday,1191.5714285714287,24315.428571428572,0.049004747132919725,59.57142857142857,3.857142857142857,8713.8,5693.285714285715,3180.285714285714,NA
2021-08-17,Tuesday,1258.5714285714287,24148.571428571428,0.05211784193090393,53.285714285714285,4.571428571428571,8301.4,5629.857142857143,2984.5714285714284,NA
2021-08-16,Monday,1063.7142857142858,23253.14285714286,0.045744968422087334,51,5.142857142857143,7743.8,5604.285714285715,3008.8571428571427,NA
2021-08-13,Friday,1013.7142857142857,21962.714285714286,0.04615614775691269,50.285714285714285,5,7257.2,5698.285714285715,2946.1428571428573,NA
2021-08-12,Thursday,967.4285714285714,21435.285714285714,0.04513252514212213,46.142857142857146,5,6763,5881.428571428572,2907.4285714285716,NA
2021-08-11,Wednesday,904.5714285714286,20753.14285714286,0.04358720193843273,44.857142857142854,4.571428571428571,6299.2,6197.571428571428,3050.5714285714284,NA
2021-08-10,Tuesday,805.1428571428571,20164.571428571428,0.03992858762185445,40.857142857142854,3.857142857142857,5890.2,6238.285714285715,3007.714285714286,NA
2021-08-09,Monday,801.8571428571429,18056,0.04440945629470219,38.57142857142857,3.4285714285714284,5561.4,5816,3007.1428571428573,NA
2021-08-06,Friday,732.1428571428571,17042.428571428572,0.04296000737654761,38.142857142857146,3.7142857142857144,5069.6,5490.857142857143,2979.8571428571427,NA
2021-08-05,Thursday,687.8571428571429,16415.428571428572,0.041903087687541335,39,3.5714285714285716,4621,5226.285714285715,3019,NA
2021-08-04,Wednesday,641.1428571428571,15780.42857142857,0.04062898889220825,37.142857142857146,3.2857142857142856,4206.4,5199.285714285715,3189.8571428571427,NA
2021-08-03,Tuesday,596.7142857142857,14971.42857142857,0.039856870229007635,34.57142857142857,3.142857142857143,3827.8,4901.285714285715,3037.285714285714,NA
2021-08-02,Monday,506,13963,0.03623863066676216,35.285714285714285,3,3469.2,4365.714285714285,2853,NA
2021-07-30,Friday,476.2857142857143,13671.714285714286,0.03483730747528787,33.42857142857143,2.5714285714285716,3128.4,4219.714285714285,2870.5714285714284,NA
2021-07-29,Thursday,429.57142857142856,12801.714285714286,0.03355577378029728,29.857142857142858,2.142857142857143,2795.4,4012.285714285714,2865.285714285714,NA
2021-07-28,Wednesday,399.42857142857144,12220.857142857143,0.03268416992027681,27.714285714285715,2.2857142857142856,2505.8,3514.5714285714284,2673,NA
2021-07-27,Tuesday,349.85714285714283,12188.714285714286,0.028703367283552703,22.428571428571427,2.4285714285714284,2252.2,3467.5714285714284,2832.8571428571427,NA
2021-07-26,Monday,291.7142857142857,11527.285714285714,0.025306415833240385,21.428571428571427,2.142857142857143,2055.8,3098.285714285714,2908,NA
2021-07-23,Friday,268.7142857142857,11147.57142857143,0.02410518626734843,20.285714285714285,2.142857142857143,1886.4,2895.4285714285716,2939.714285714286,NA
2021-07-22,Thursday,250.71428571428572,11333.285714285714,0.022121941688830624,20.285714285714285,2.2857142857142856,1724.6,2788.5714285714284,3074.5714285714284,NA
2021-07-21,Wednesday,233,11303.57142857143,0.0206129541864139,18.714285714285715,2,1572.6,3051.8571428571427,3443,NA
2021-07-20,Tuesday,223,10975,0.020318906605922553,20.285714285714285,1.7142857142857142,1434.2,3015.285714285714,3453.8571428571427,NA
2021-07-19,Monday,188.85714285714286,11176,0.016898455874833827,18.428571428571427,2,1293.6,2954.285714285714,3593.5714285714284,NA
2021-07-16,Friday,178.28571428571428,11204.857142857143,0.015911466965856644,17.428571428571427,1.8571428571428572,1175.8,2988.285714285714,3717.1428571428573,NA
2021-07-15,Thursday,162.71428571428572,11074.57142857143,0.014692603390005417,16.714285714285715,2.142857142857143,1072.8,2920.4285714285716,3727.1428571428573,NA
2021-07-14,Wednesday,150,10425,0.014388489208633094,21.571428571428573,2.142857142857143,994.8,2626.285714285714,3601.4285714285716,NA
2021-07-13,Tuesday,153.28571428571428,11464.57142857143,0.013370383292628222,16,1.7142857142857142,927.6,2745.1428571428573,3802.4285714285716,NA
2021-07-12,Monday,98.14285714285714,7701.142857142857,0.012743934109965126,12.571428571428571,1.2857142857142858,903,1954.4285714285713,2773,NA
2021-07-09,Friday,109.14285714285714,8994.42857142857,0.012134495957815156,15.571428571428571,2.4285714285714284,856,2382.285714285714,3397.714285714286,NA
2021-07-08,Thursday,105.14285714285714,9034.857142857143,0.011637467585857948,15.571428571428571,2.5714285714285716,829.8,2452.1428571428573,3523.1428571428573,NA
2021-07-07,Wednesday,101.57142857142857,9643.42857142857,0.010532709172789761,11.571428571428571,3,812.6,2790.714285714286,4347.714285714285,NA
2021-07-04,Sunday,103.14285714285714,10299.57142857143,0.01001428630872297,14.428571428571429,4.714285714285714,804.2857142857143,3285.4285714285716,6385.428571428572,NA
2021-07-03,Saturday,96.14285714285714,10464.857142857143,0.009187211619843285,14.285714285714286,4.571428571428571,801.8571428571429,3374.285714285714,7327.571428571428,NA
2021-07-02,Friday,90.85714285714286,10671.285714285714,0.0085141702030817,15,4.714285714285714,812.1428571428571,3551.285714285714,7920.285714285715,NA
2021-07-01,Thursday,90.71428571428571,10642,0.008524176443740435,14.714285714285714,5.428571428571429,834,3624.8571428571427,8136.857142857143,NA
2021-06-30,Wednesday,95.85714285714286,10653.857142857143,0.008997412070745673,15.285714285714286,5.571428571428571,855.4285714285714,3387.8571428571427,7377.857142857143,NA
2021-06-29,Tuesday,96.28571428571429,10689.714285714286,0.00900732346180574,15.142857142857142,5.285714285714286,875.4285714285714,3380.714285714286,7411.857142857143,NA
2021-06-28,Monday,96.42857142857143,10734.714285714286,0.008982872656135635,15.285714285714286,5.428571428571429,897.1428571428571,3443.1428571428573,7520.857142857143,NA
2021-06-27,Sunday,99,10986.142857142857,0.009011351962862306,16.142857142857142,5.285714285714286,920.8571428571429,3462.285714285714,6534.714285714285,NA
2021-06-26,Saturday,102.71428571428571,10921.285714285714,0.009404962785647949,16.285714285714285,6,946.8571428571429,3472.8571428571427,6293.714285714285,NA
2021-06-25,Friday,110.28571428571429,11142.57142857143,0.009897689684350881,14.142857142857142,5.857142857142857,976.4285714285714,3672.8571428571427,6864.714285714285,NA
2021-06-24,Thursday,110.85714285714286,11133.857142857143,0.00995675994713679,14.571428571428571,4.857142857142857,1006.1428571428571,3716.714285714286,7591.285714285715,NA
2021-06-23,Wednesday,111.42857142857143,11374.42857142857,0.00979641049471873,15.142857142857142,4.571428571428571,1038.7142857142858,3793.714285714286,8605.285714285714,NA
2021-06-22,Tuesday,112.42857142857143,11506.142857142857,0.009771178128453125,16.142857142857142,4.571428571428571,1074.857142857143,4381.714285714285,10158,NA
2021-06-21,Monday,114.57142857142857,11734.714285714286,0.009763461280936903,16,4.571428571428571,1122.4285714285713,4269.428571428572,10475.42857142857,NA
2021-06-20,Sunday,117.14285714285714,11931.285714285714,0.009818125217016487,16.142857142857142,4.714285714285714,1182.5714285714287,4032.5714285714284,10556.285714285714,NA
2021-06-19,Saturday,123.71428571428571,12084.42857142857,0.010237495714674139,17.142857142857142,4.714285714285714,1258.2857142857142,4303.714285714285,11531.285714285714,NA
2021-06-18,Friday,129.71428571428572,12088.57142857143,0.010730323800519971,19.857142857142858,5,1352.2857142857142,4193.428571428572,12042.285714285714,NA
2021-06-17,Thursday,138.57142857142858,12594.857142857143,0.011002223129622068,21.428571428571427,6.142857142857143,1421.142857142857,4531.857142857143,13021.714285714286,NA
2021-06-16,Wednesday,143.28571428571428,12908.857142857143,0.011099798587901994,21.857142857142858,6.571428571428571,1486.7142857142858,4745.285714285715,13462.42857142857,NA
2021-06-15,Tuesday,151.71428571428572,12956,0.011709963392581485,23.857142857142858,7,1548.7142857142858,4529,12955.714285714286,NA
2021-06-14,Monday,156,12939.714285714286,0.012055907615535781,25.285714285714285,7.142857142857143,1608.7142857142858,4769.571428571428,13208.285714285714,NA
2021-06-13,Sunday,167.14285714285714,12765.714285714286,0.013093106535362579,26.142857142857142,6.714285714285714,1674,5421,14049.714285714286,NA
2021-06-12,Saturday,181.14285714285714,13704,0.01321824701859728,25.714285714285715,6,1742.7142857142858,5655.142857142857,13886.42857142857,NA
2021-06-11,Friday,199.42857142857142,14262.714285714286,0.013982511844068951,24.571428571428573,7.285714285714286,1803.142857142857,6116.428571428572,13290.285714285714,NA
2021-06-10,Thursday,210.85714285714286,15537.42857142857,0.013570916312682738,26.428571428571427,6.714285714285714,1908.2857142857142,6205.428571428572,12203.285714285714,NA
2021-06-09,Wednesday,219.85714285714286,14419.57142857143,0.015247134351129912,30.285714285714285,7.142857142857143,2013.4285714285713,5960.285714285715,11189.42857142857,NA
2021-06-08,Tuesday,216.71428571428572,14106.714285714286,0.015362492025074179,28.142857142857142,6,2130.285714285714,5808.857142857143,10246.857142857143,NA
2021-06-07,Monday,198.85714285714286,13127,0.015148712032996333,26.285714285714285,5.714285714285714,2204.5,5501.571428571428,9390.142857142857,NA
2021-06-06,Sunday,190,13041.142857142857,0.014569275260713346,24.714285714285715,5.571428571428571,2440.5,5319.428571428572,8337.42857142857,NA
2021-06-05,Saturday,192.28571428571428,12653.285714285714,0.015196504578144582,22.428571428571427,6.142857142857143,2730.8333333333335,5703.142857142857,8106.857142857143,NA
2021-06-04,Friday,198.14285714285714,12826.714285714286,0.015447670598193502,24,5.285714285714286,3084,6073.714285714285,8557.142857142857,NA
2021-06-03,Thursday,213.42857142857142,11965.285714285714,0.017837315090082025,22.285714285714285,4.857142857142857,3493.1666666666665,7065.142857142857,9701.857142857143,NA
2021-06-02,Wednesday,251.57142857142858,14309.57142857143,0.01758064033064782,20.428571428571427,4.857142857142857,3919.1666666666665,8460.42857142857,11173.285714285714,NA
2021-05-31,Monday,332.42857142857144,16849.428571428572,0.01972936767673342,42.285714285714285,8.142857142857142,4437.714285714285,9611.857142857143,12921.42857142857,NA
2021-05-30,Sunday,380.2857142857143,17266.285714285714,0.022024755096637542,43.142857142857146,8,4786.857142857143,10438.285714285714,14208.857142857143,NA
2021-05-29,Saturday,402.57142857142856,18155.14285714286,0.022173960939836018,43,7.857142857142857,5144.571428571428,11369,15589.142857142857,NA
2021-05-28,Friday,439.14285714285717,18540.285714285714,0.023685873233576304,46,7.714285714285714,5494,13887.142857142857,18083.714285714286,NA
2021-05-27,Thursday,485.7142857142857,19361.285714285714,0.02508688177438039,50,10,5852,14976.142857142857,18928.428571428572,NA
2021-05-26,Wednesday,538.4285714285714,20146,0.0267263263887904,51.857142857142854,9.714285714285714,6184.857142857143,17451.571428571428,22109.571428571428,NA
2021-05-25,Tuesday,569.8571428571429,19929.14285714286,0.028594162174561302,51.857142857142854,10.142857142857142,6495.714285714285,17775.85714285714,23320.571428571428,NA
2021-05-24,Monday,607.4285714285714,20423.285714285714,0.029741961206745802,52.142857142857146,10.571428571428571,6818,18028.571428571428,23757.285714285714,NA
2021-05-23,Sunday,624.5714285714286,21246.714285714286,0.029396141924465633,51.57142857142857,10.571428571428571,7160,17911.428571428572,23820.285714285714,NA
2021-05-22,Saturday,676.2857142857143,21632.714285714286,0.03126217567308772,52,11,7518.428571428572,17768.285714285714,25072.714285714286,NA
2021-05-21,Friday,716.7142857142857,22175,0.032320824609437915,54.857142857142854,10.142857142857142,7904.571428571428,15514.714285714286,25155,NA
2021-05-20,Thursday,804.7142857142857,23439.428571428572,0.03433165118603574,57.285714285714285,8.428571428571429,8330,13555.285714285714,25931.14285714286,NA
2021-05-19,Wednesday,824.2857142857143,23830.714285714286,0.03458921559811767,60,10,8719.142857142857,10352,24257.428571428572,NA
2021-05-18,Tuesday,861.5714285714286,24402.714285714286,0.03530637692528349,63.285714285714285,10,9123.57142857143,10236.142857142857,24668.571428571428,NA
2021-05-17,Monday,870.7142857142857,24515.571428571428,0.03551678525019084,65.14285714285714,9.285714285714286,9573.714285714286,10238,25245.428571428572,NA
2021-05-16,Sunday,956.7142857142857,24109.428571428572,0.03968216346894517,65.14285714285714,9.285714285714286,10083.857142857143,10171,26380.428571428572,NA
2021-05-15,Saturday,957.4285714285714,24803.285714285714,0.03860087661196961,65.42857142857143,8.857142857142858,10575.714285714286,9438.285714285714,26787.714285714286,NA
2021-05-14,Friday,1020.1428571428571,25698.714285714286,0.039696260513310835,65.71428571428571,9.571428571428571,11125.857142857143,9438.857142857143,27177.14285714286,NA
2021-05-13,Thursday,1041.142857142857,26775.571428571428,0.03888405742974673,65.42857142857143,10,11668.857142857143,10208.57142857143,27671.714285714286,NA
2021-05-12,Wednesday,1134,27369.14285714286,0.041433522632370136,67.57142857142857,9.142857142857142,12196.857142857143,11149.714285714286,27410.85714285714,NA
2021-05-11,Tuesday,1183.7142857142858,28012.285714285714,0.042256968881001195,71.85714285714286,9.428571428571429,12650.857142857143,11223.42857142857,26388.428571428572,NA
2021-05-10,Monday,1243,28072.14285714286,0.04427877153253098,81.71428571428571,9.714285714285714,13064.142857142857,10871.42857142857,25621,NA
2021-05-09,Sunday,1230.7142857142858,28862.85714285714,0.042640071273015244,82.42857142857143,10.142857142857142,13415,10978.857142857143,23992,NA
2021-05-08,Saturday,1359.7142857142858,29620.714285714286,0.04590416937953652,83.42857142857143,10,13806.42857142857,12118.714285714286,24035,NA
2021-05-07,Friday,1417.142857142857,30783.85714285714,0.046035259667636566,87.57142857142857,10.285714285714286,14072,13538,25180.428571428572,NA
2021-05-06,Thursday,1477.7142857142858,30549.571428571428,0.04837103162541443,91.85714285714286,10.857142857142858,14286.714285714286,15276.857142857143,25447.714285714286,NA
2021-05-05,Wednesday,1514.857142857143,32062,0.047247743211812826,93,11.142857142857142,14441.285714285714,15941.285714285714,24849.85714285714,NA
2021-05-04,Tuesday,1550.142857142857,31713.14285714286,0.04888013982485855,93.71428571428571,11.857142857142858,14571.42857142857,17257.14285714286,25806.285714285714,NA
2021-05-03,Monday,1563,31950.714285714286,0.04891909414052894,90.57142857142857,12,14698.42857142857,17917.714285714286,25533.714285714286,NA
2021-05-02,Sunday,1576.142857142857,32265.285714285714,0.0488494932634366,91.71428571428571,11.571428571428571,14869.714285714286,19039.14285714286,26397.285714285714,NA
2021-05-01,Saturday,1555.5714285714287,32312.428571428572,0.048141581965364943,91.57142857142857,11.714285714285714,15070.714285714286,21317.285714285714,27557.714285714286,NA
2021-04-30,Friday,1610,32856.28571428572,0.04900127829421637,93.28571428571429,11.428571428571429,15347.714285714286,22394.14285714286,26015.428571428572,NA
2021-04-29,Thursday,1651.4285714285713,34348.71428571428,0.048078322748616086,94.71428571428571,10.571428571428571,15653.57142857143,22514.14285714286,26060.85714285714,NA
2021-04-28,Wednesday,1658.857142857143,33605.57142857143,0.04936256318042501,95.42857142857143,9.857142857142858,15964.285714285714,23291.571428571428,26486.85714285714,NA
2021-04-27,Tuesday,1672.7142857142858,33750,0.049561904761904765,90.85714285714286,8.571428571428571,16300.857142857143,23347.285714285714,25738.85714285714,NA
2021-04-26,Monday,1687.142857142857,33946.71428571428,0.049699739507715876,102.85714285714286,7.571428571428571,16674.14285714286,23839,25711.571428571428,NA
2021-04-25,Sunday,1700.7142857142858,33922.28571428572,0.05013560406980662,101.71428571428571,8.428571428571429,17065,23885,26745.714285714286,NA
2021-04-24,Saturday,1740.4285714285713,34301.57142857143,0.05073903319714632,101.71428571428571,9.571428571428571,17473.14285714286,23768.571428571428,26020,NA
2021-04-23,Friday,1786.857142857143,33677.857142857145,0.05305732889350782,104.71428571428571,9.857142857142858,17867.714285714286,25437.85714285714,27338.285714285714,NA
2021-04-22,Thursday,1805.7142857142858,33883.857142857145,0.053291284935515014,103.85714285714286,9.285714285714286,18214.571428571428,26731,26664.14285714286,NA
2021-04-21,Wednesday,1914.7142857142858,34203.71428571428,0.05597971815926424,105.14285714285714,9.428571428571429,18448.14285714286,27476.714285714286,26786.428571428572,NA
2021-04-20,Tuesday,1929.5714285714287,34171.142857142855,0.05646786344367428,110.42857142857143,9.857142857142858,18591.571428571428,28873.714285714286,27966.14285714286,NA
2021-04-19,Monday,1955,34260,0.057063631056625805,108.71428571428571,9.571428571428571,18693.285714285714,29732.714285714286,29353.14285714286,NA
2021-04-18,Sunday,2055.285714285714,34409.857142857145,0.05972956254229477,111,9,18743.714285714286,31934,30588.714285714286,NA
2021-04-17,Saturday,2046.2857142857142,33817.857142857145,0.06050902946456859,110.14285714285714,8.714285714285714,18662.14285714286,35214.57142857143,32742.714285714286,NA
2021-04-16,Friday,2049.8571428571427,33184,0.06177245488359278,107.14285714285714,9,18545.285714285714,36936.28571428572,33445,NA
2021-04-15,Thursday,2101.285714285714,33793,0.06218109414037565,109.14285714285714,9.571428571428571,18353.85714285714,37488.142857142855,34438.71428571428,NA
2021-04-14,Wednesday,2072.5714285714284,33545.857142857145,0.06178323063099127,106.85714285714286,10,18175.285714285714,37148.142857142855,34616.28571428572,NA
2021-04-13,Tuesday,2113.8571428571427,33776.857142857145,0.06258300273221733,104,10.428571428571429,17980.428571428572,37324.857142857145,34740.71428571428,NA
2021-04-12,Monday,2349.1428571428573,35809.142857142855,0.06560176172086937,98,10.571428571428571,17700,39382.57142857143,36591.57142857143,NA
2021-04-11,Sunday,2064.285714285714,32347.428571428572,0.06381606840022612,94.28571428571429,10.285714285714286,17578.5,34562.71428571428,31797,NA
2021-04-10,Saturday,2007.2857142857142,32681.428571428572,0.06141976657778555,95.28571428571429,9.857142857142858,17142.5,32017.428571428572,29162.14285714286,NA
2021-04-09,Friday,1953.142857142857,32618.85714285714,0.05987772191370461,90,9.714285714285714,16697.333333333332,31324.285714285714,28227.571428571428,NA
2021-04-08,Thursday,1938,31613.428571428572,0.06130306289370702,83.14285714285714,8.857142857142858,16244.666666666666,31100.428571428572,27028.14285714286,NA
2021-04-07,Wednesday,1881.5714285714287,31384.285714285714,0.05995266056716282,82.85714285714286,8.571428571428571,15770.5,30527.285714285714,26677.571428571428,NA
2021-04-06,Tuesday,1832.4285714285713,30796.571428571428,0.05950105763164731,79.85714285714286,7.571428571428571,15332.166666666666,29116.285714285714,26962.14285714286,NA
2021-04-04,Sunday,1805.857142857143,31834.85714285714,0.056725781264023264,71.71428571428571,7.857142857142857,14609.42857142857,31160.428571428572,26875.14285714286,NA
2021-04-03,Saturday,1783.2857142857142,31025.571428571428,0.05747793294931831,70.85714285714286,7.142857142857143,14139.714285714286,30379.14285714286,27663,NA
2021-04-02,Friday,1736,30417,0.05707334714140119,68,6.142857142857143,13643.42857142857,30082,26449.14285714286,NA
2021-04-01,Thursday,1616.142857142857,29549.571428571428,0.054692598877431144,66.85714285714286,6.571428571428571,13136.714285714286,29630.714285714286,25625.571428571428,NA
2021-03-31,Wednesday,1575.7142857142858,29239.285714285714,0.05389031391229999,64.14285714285714,7.142857142857143,12718.142857142857,29048.85714285714,24113.428571428572,NA
2021-03-30,Tuesday,1527.5714285714287,29784,0.05128832354859752,60.714285714285715,6.714285714285714,12296.285714285714,28548.571428571428,21212.714285714286,NA
2021-03-29,Monday,1469.2857142857142,29548.428571428572,0.0497246650776691,60.57142857142857,7.571428571428571,11890.57142857143,25561.14285714286,20003.571428571428,NA
2021-03-28,Sunday,1412.4285714285713,29107.571428571428,0.04852443890396706,59.42857142857143,6.857142857142857,11505.57142857143,26032.14285714286,19457.285714285714,NA
2021-03-27,Saturday,1373.7142857142858,28922.285714285714,0.047496740032402104,59.42857142857143,6.857142857142857,11151.42857142857,26589,17133.285714285714,NA
2021-03-26,Friday,1324.5714285714287,29047.85714285714,0.04559962623257186,60.285714285714285,7.142857142857143,10796.57142857143,24620.714285714286,16384.714285714286,NA
2021-03-25,Thursday,1286.7142857142858,28413.714285714286,0.04528497305124286,59.42857142857143,7.428571428571429,10454.57142857143,24560,16313.42857142857,NA
2021-03-24,Wednesday,1236.4285714285713,28671.85714285714,0.04312342117457138,57.142857142857146,6,10142,24317.428571428572,16589.428571428572,NA
2021-03-23,Tuesday,1196.857142857143,27992.571428571428,0.042756241451813747,56.42857142857143,5.714285714285714,9864,24643,17933.285714285714,NA
2021-03-22,Monday,1174.857142857143,27771.714285714286,0.042304091521692164,52.285714285714285,5,9597.285714285714,24225.428571428572,18019.571428571428,NA
2021-03-21,Sunday,1128.7142857142858,27371,0.041237597665934225,53.142857142857146,5.142857142857143,9336.142857142857,24065.85714285714,18869.14285714286,NA
2021-03-20,Saturday,1134.5714285714287,27097.285714285714,0.04187029802668691,53.142857142857146,5.142857142857143,9094.285714285714,23738.714285714286,19036.428571428572,NA
2021-03-19,Friday,1104.7142857142858,27146.571428571428,0.040694431288350014,51.285714285714285,4.857142857142857,8819.57142857143,24915.571428571428,18353.714285714286,NA
2021-03-18,Thursday,1055.857142857143,26344.571428571428,0.04007873674164371,49,5.428571428571429,8552.142857142857,24749,17367.714285714286,NA
2021-03-17,Wednesday,997.4285714285714,25474.428571428572,0.0391541097234762,45.285714285714285,7.285714285714286,8313.714285714286,25894.14285714286,18771,NA
2021-03-16,Tuesday,979.7142857142857,25522.714285714286,0.03838597551760617,46.142857142857146,7.571428571428571,8121.428571428572,25499.14285714286,18095.85714285714,NA
2021-03-15,Monday,984.5714285714286,24901,0.039539433298720075,41.57142857142857,7.571428571428571,7943.571428571428,26930.14285714286,18936.85714285714,NA
2021-03-14,Sunday,933.7142857142857,27716,0.03368863781621755,39.857142857142854,8.285714285714286,7741.285714285715,27723.285714285714,19676.85714285714,NA
2021-03-13,Saturday,919.4285714285714,27828.714285714286,0.03303884476979071,38.714285714285715,8.142857142857142,7571.714285714285,27009.714285714286,19905.428571428572,NA
2021-03-12,Friday,888.5714285714286,27797.714285714286,0.03196562923981417,37,9.285714285714286,7416.428571428572,26814.571428571428,20513.85714285714,NA
2021-03-11,Thursday,846.5714285714286,28324,0.029888837331288963,37,9.285714285714286,7291.142857142857,25977.14285714286,20359,NA
2021-03-10,Wednesday,825.5714285714286,27649.571428571428,0.029858380651728005,36.714285714285715,8.571428571428571,7213.428571428572,24912.85714285714,18721.285714285714,NA
2021-03-09,Tuesday,806.4285714285714,27517.14285714286,0.029306406396012875,33,9.714285714285714,7161.142857142857,25478,18547.714285714286,NA
2021-03-08,Monday,762.5714285714286,28074,0.027162906196887816,36.42857142857143,10,7119,24288.285714285714,17833.428571428572,NA
