gender,doses,filed_date,report_date
Female,2381944,2021-04-29,2021-05-01
Male,1878130,2021-04-29,2021-05-01
Unknown/Missing,45834,2021-04-29,2021-05-01
Other,236,2021-04-29,2021-05-01
Female,2349922,2021-04-28,2021-04-30
Male,1844106,2021-04-28,2021-04-30
Unknown/Missing,44973,2021-04-28,2021-04-30
Other,231,2021-04-28,2021-04-30
Female,2320248,2021-04-27,2021-04-29
Male,1812581,2021-04-27,2021-04-29
Unknown/Missing,44265,2021-04-27,2021-04-29
Other,225,2021-04-27,2021-04-29
Male,1790537,2021-04-26,2021-04-28
Female,2299240,2021-04-26,2021-04-28
Unknown/Missing,43873,2021-04-26,2021-04-28
Other,221,2021-04-26,2021-04-28
Female,2279633,2021-04-25,2021-04-27
Male,1769668,2021-04-25,2021-04-27
Unknown/Missing,42985,2021-04-25,2021-04-27
Other,210,2021-04-25,2021-04-27
Male,1762238,2021-04-24,2021-04-26
Female,2273222,2021-04-24,2021-04-26
Unknown/Missing,42647,2021-04-24,2021-04-26
Other,201,2021-04-24,2021-04-26
Female,2256703,2021-04-23,2021-04-25
Male,1743654,2021-04-23,2021-04-25
Unknown/Missing,42023,2021-04-23,2021-04-25
Other,197,2021-04-23,2021-04-25
Female,2220102,2021-04-22,2021-04-24
Male,1704703,2021-04-22,2021-04-24
Unknown/Missing,40365,2021-04-22,2021-04-24
Other,192,2021-04-22,2021-04-24
Female,2188895,2021-04-21,2021-04-23
Male,1671379,2021-04-21,2021-04-23
Unknown/Missing,40155,2021-04-21,2021-04-23
Other,180,2021-04-21,2021-04-23
Male,1638242,2021-04-20,2021-04-22
Female,2158726,2021-04-20,2021-04-22
Unknown/Missing,39925,2021-04-20,2021-04-22
Other,169,2021-04-20,2021-04-22
Female,2133860,2021-04-19,2021-04-21
Male,1611530,2021-04-19,2021-04-21
Unknown/Missing,39629,2021-04-19,2021-04-21
Other,160,2021-04-19,2021-04-21
Female,2116513,2021-04-18,2021-04-20
Male,1592892,2021-04-18,2021-04-20
Unknown/Missing,39065,2021-04-18,2021-04-20
Other,152,2021-04-18,2021-04-20
Male,1584123,2021-04-17,2021-04-19
Female,2108537,2021-04-17,2021-04-19
Unknown/Missing,38382,2021-04-17,2021-04-19
Other,143,2021-04-17,2021-04-19
Female,2088087,2021-04-16,2021-04-18
Male,1562306,2021-04-16,2021-04-18
Unknown/Missing,37426,2021-04-16,2021-04-18
Other,134,2021-04-16,2021-04-18
Female,2054064,2021-04-15,2021-04-17
Male,1526683,2021-04-15,2021-04-17
Unknown/Missing,36338,2021-04-15,2021-04-17
Other,131,2021-04-15,2021-04-17
Female,2013492,2021-04-14,2021-04-16
Male,1483228,2021-04-14,2021-04-16
Unknown/Missing,35188,2021-04-14,2021-04-16
Other,127,2021-04-14,2021-04-16
Female,1981961,2021-04-13,2021-04-15
Male,1449690,2021-04-13,2021-04-15
Unknown/Missing,34621,2021-04-13,2021-04-15
Other,122,2021-04-13,2021-04-15
Female,1955988,2021-04-12,2021-04-14
Male,1423862,2021-04-12,2021-04-14
Unknown/Missing,33960,2021-04-12,2021-04-14
Other,118,2021-04-12,2021-04-14
Female,1934401,2021-04-11,2021-04-13
Male,1401998,2021-04-11,2021-04-13
Unknown/Missing,32568,2021-04-11,2021-04-13
Other,116,2021-04-11,2021-04-13
Male,1389478,2021-04-10,2021-04-12
Female,1923210,2021-04-10,2021-04-12
Unknown/Missing,31660,2021-04-10,2021-04-12
Other,108,2021-04-10,2021-04-12
Female,1899513,2021-04-09,2021-04-11
Male,1364136,2021-04-09,2021-04-11
Unknown/Missing,30480,2021-04-09,2021-04-11
Other,102,2021-04-09,2021-04-11
Male,1320637,2021-04-08,2021-04-10
Female,1857750,2021-04-08,2021-04-10
Unknown/Missing,29404,2021-04-08,2021-04-10
Other,101,2021-04-08,2021-04-10
Female,1813984,2021-04-07,2021-04-09
Male,1276047,2021-04-07,2021-04-09
Unknown/Missing,28551,2021-04-07,2021-04-09
Other,96,2021-04-07,2021-04-09
Female,1779072,2021-04-06,2021-04-08
Male,1241179,2021-04-06,2021-04-08
Unknown/Missing,28086,2021-04-06,2021-04-08
Other,92,2021-04-06,2021-04-08
Male,1215964,2021-04-05,2021-04-07
Female,1752347,2021-04-05,2021-04-07
Unknown/Missing,27595,2021-04-05,2021-04-07
Other,91,2021-04-05,2021-04-07
Female,1728074,2021-04-04,2021-04-06
Male,1192944,2021-04-04,2021-04-06
Unknown/Missing,26346,2021-04-04,2021-04-06
Other,86,2021-04-04,2021-04-06
Female,1702799,2021-04-02,2021-04-05
Male,1167242,2021-04-02,2021-04-05
Unknown/Missing,25049,2021-04-02,2021-04-05
Other,82,2021-04-02,2021-04-05
Female,1667491,2021-04-01,2021-04-03
Male,1134334,2021-04-01,2021-04-03
Unknown/Missing,24143,2021-04-01,2021-04-03
Other,79,2021-04-01,2021-04-03
Male,1092784,2021-03-31,2021-04-02
Female,1624013,2021-03-31,2021-04-02
Unknown/Missing,23600,2021-03-31,2021-04-02
Other,77,2021-03-31,2021-04-02
Female,1589988,2021-03-30,2021-04-01
Male,1061336,2021-03-30,2021-04-01
Unknown/Missing,23268,2021-03-30,2021-04-01
Other,75,2021-03-30,2021-04-01
Female,1565274,2021-03-29,2021-03-31
Male,1040178,2021-03-29,2021-03-31
Unknown/Missing,22867,2021-03-29,2021-03-31
Other,68,2021-03-29,2021-03-31
Male,1018575,2021-03-28,2021-03-30
Female,1540025,2021-03-28,2021-03-30
Unknown/Missing,21700,2021-03-28,2021-03-30
Other,62,2021-03-28,2021-03-30
Female,1522217,2021-03-27,2021-03-29
Male,1001423,2021-03-27,2021-03-29
Unknown/Missing,21332,2021-03-27,2021-03-29
Other,61,2021-03-27,2021-03-29
Female,1505148,2021-03-26,2021-03-28
Unknown/Missing,20920,2021-03-26,2021-03-28
Male,986712,2021-03-26,2021-03-28
Other,57,2021-03-26,2021-03-28
Female,1466952,2021-03-25,2021-03-27
Male,954406,2021-03-25,2021-03-27
Unknown/Missing,19798,2021-03-25,2021-03-27
Other,54,2021-03-25,2021-03-27
Female,1426804,2021-03-24,2021-03-26
Male,917361,2021-03-24,2021-03-26
Unknown/Missing,19275,2021-03-24,2021-03-26
Other,55,2021-03-24,2021-03-26
Female,1397270,2021-03-23,2021-03-25
Male,889579,2021-03-23,2021-03-25
Unknown/Missing,18895,2021-03-23,2021-03-25
Other,52,2021-03-23,2021-03-25
Male,873765,2021-03-22,2021-03-24
Female,1378964,2021-03-22,2021-03-24
Unknown/Missing,18893,2021-03-22,2021-03-24
Other,50,2021-03-22,2021-03-24
Female,1366167,2021-03-21,2021-03-23
Male,862332,2021-03-21,2021-03-23
Unknown/Missing,18162,2021-03-21,2021-03-23
Other,49,2021-03-21,2021-03-23
Male,857101,2021-03-20,2021-03-22
Female,1360419,2021-03-20,2021-03-22
Unknown/Missing,17712,2021-03-20,2021-03-22
Other,49,2021-03-20,2021-03-22
Female,1343392,2021-03-19,2021-03-21
Male,842237,2021-03-19,2021-03-21
Unknown/Missing,16996,2021-03-19,2021-03-21
Other,48,2021-03-19,2021-03-21
Unknown/Missing,16306,2021-03-18,2021-03-20
Female,1312498,2021-03-18,2021-03-20
Male,814498,2021-03-18,2021-03-20
Other,46,2021-03-18,2021-03-20
Male,786054,2021-03-17,2021-03-19
Female,1279971,2021-03-17,2021-03-19
Unknown/Missing,16019,2021-03-17,2021-03-19
Other,44,2021-03-17,2021-03-19
Female,1248723,2021-03-16,2021-03-18
Unknown/Missing,15626,2021-03-16,2021-03-18
Male,759182,2021-03-16,2021-03-18
Other,43,2021-03-16,2021-03-18
Male,743298,2021-03-15,2021-03-17
Female,1228881,2021-03-15,2021-03-17
Unknown/Missing,15484,2021-03-15,2021-03-17
Other,42,2021-03-15,2021-03-17
Male,728534,2021-03-14,2021-03-16
Female,1211574,2021-03-14,2021-03-16
Unknown/Missing,15204,2021-03-14,2021-03-16
Other,42,2021-03-14,2021-03-16
Female,1207525,2021-03-13,2021-03-15
Unknown/Missing,15155,2021-03-13,2021-03-15
Male,725163,2021-03-13,2021-03-15
Other,42,2021-03-13,2021-03-15
Male,710600,2021-03-12,2021-03-14
Female,1189338,2021-03-12,2021-03-14
Unknown/Missing,14735,2021-03-12,2021-03-14
Other,40,2021-03-12,2021-03-14
Male,684999,2021-03-11,2021-03-13
Female,1157683,2021-03-11,2021-03-13
Unknown/Missing,13604,2021-03-11,2021-03-13
Other,37,2021-03-11,2021-03-13
Male,657810,2021-03-10,2021-03-12
Female,1124364,2021-03-10,2021-03-12
Unknown/Missing,13307,2021-03-10,2021-03-12
Other,36,2021-03-10,2021-03-12
Female,1097748,2021-03-09,2021-03-11
Male,636470,2021-03-09,2021-03-11
Unknown/Missing,13162,2021-03-09,2021-03-11
Other,40,2021-03-09,2021-03-11
Female,1068315,2021-03-08,2021-03-10
Male,617384,2021-03-08,2021-03-10
Unknown/Missing,13054,2021-03-08,2021-03-10
Other,40,2021-03-08,2021-03-10
Female,1055394,2021-03-07,2021-03-09
Male,607538,2021-03-07,2021-03-09
Unknown/Missing,12704,2021-03-07,2021-03-09
Other,40,2021-03-07,2021-03-09
Female,1043495,2021-03-06,2021-03-08
Male,599147,2021-03-06,2021-03-08
Unknown/Missing,12377,2021-03-06,2021-03-08
Other,37,2021-03-06,2021-03-08
Female,1018722,2021-03-05,2021-03-07
Unknown/Missing,11666,2021-03-05,2021-03-07
Male,582298,2021-03-05,2021-03-07
Other,36,2021-03-05,2021-03-07
Female,988717,2021-03-04,2021-03-06
Male,561521,2021-03-04,2021-03-06
Unknown/Missing,11055,2021-03-04,2021-03-06
Other,36,2021-03-04,2021-03-06
Female,952673,2021-03-03,2021-03-05
Unknown/Missing,10745,2021-03-03,2021-03-05
Male,534916,2021-03-03,2021-03-05
Other,35,2021-03-03,2021-03-05
Female,924880,2021-03-02,2021-03-04
Male,514900,2021-03-02,2021-03-04
Unknown/Missing,10546,2021-03-02,2021-03-04
Other,34,2021-03-02,2021-03-04
Female,904463,2021-03-01,2021-03-03
Male,500523,2021-03-01,2021-03-03
Unknown/Missing,10356,2021-03-01,2021-03-03
Other,30,2021-03-01,2021-03-03
Female,885456,2021-02-28,2021-03-02
Male,488239,2021-02-28,2021-03-02
Unknown/Missing,9885,2021-02-28,2021-03-02
Other,29,2021-02-28,2021-03-02
Unknown/Missing,9802,2021-02-27,2021-03-01
Male,484478,2021-02-27,2021-03-01
Female,877463,2021-02-27,2021-03-01
Other,29,2021-02-27,2021-03-01
Male,472841,2021-02-26,2021-02-28
Female,856477,2021-02-26,2021-02-28
Unknown/Missing,9494,2021-02-26,2021-02-28
Other,29,2021-02-26,2021-02-28
Male,446295,2021-02-25,2021-02-27
Female,814439,2021-02-25,2021-02-27
Unknown/Missing,8809,2021-02-25,2021-02-27
Other,29,2021-02-25,2021-02-27
Male,424317,2021-02-24,2021-02-26
Female,779809,2021-02-24,2021-02-26
Unknown/Missing,8663,2021-02-24,2021-02-26
Other,27,2021-02-24,2021-02-26
Female,754533,2021-02-23,2021-02-25
Male,408148,2021-02-23,2021-02-25
Unknown/Missing,8551,2021-02-23,2021-02-25
Other,26,2021-02-23,2021-02-25
Female,737340,2021-02-22,2021-02-24
Male,396871,2021-02-22,2021-02-24
Unknown/Missing,8502,2021-02-22,2021-02-24
Other,28,2021-02-22,2021-02-24
Female,727672,2021-02-21,2021-02-23
Male,389814,2021-02-21,2021-02-23
Unknown/Missing,8402,2021-02-21,2021-02-23
Other,28,2021-02-21,2021-02-23
Female,722925,2021-02-20,2021-02-22
Male,387233,2021-02-20,2021-02-22
Unknown/Missing,8347,2021-02-20,2021-02-22
Other,27,2021-02-20,2021-02-22
Female,710046,2021-02-19,2021-02-21
Male,379378,2021-02-19,2021-02-21
Unknown/Missing,8229,2021-02-19,2021-02-21
Other,26,2021-02-19,2021-02-21
Female,686456,2021-02-18,2021-02-20
Male,365170,2021-02-18,2021-02-20
Unknown/Missing,7965,2021-02-18,2021-02-20
Other,26,2021-02-18,2021-02-20
Female,659753,2021-02-17,2021-02-19
Male,348615,2021-02-17,2021-02-19
Unknown/Missing,7816,2021-02-17,2021-02-19
Other,26,2021-02-17,2021-02-19
Female,634714,2021-02-16,2021-02-18
Male,333216,2021-02-16,2021-02-18
Unknown/Missing,7671,2021-02-16,2021-02-18
Other,25,2021-02-16,2021-02-18
Female,614581,2021-02-15,2021-02-17
Male,321132,2021-02-15,2021-02-17
Unknown/Missing,7514,2021-02-15,2021-02-17
Other,24,2021-02-15,2021-02-17
Female,605429,2021-02-14,2021-02-16
Male,314592,2021-02-14,2021-02-16
Unknown/Missing,7339,2021-02-14,2021-02-16
Other,24,2021-02-14,2021-02-16
Female,597701,2021-02-13,2021-02-15
Male,310171,2021-02-13,2021-02-15
Unknown/Missing,7088,2021-02-13,2021-02-15
Other,24,2021-02-13,2021-02-15
Female,582037,2021-02-12,2021-02-14
Male,300803,2021-02-12,2021-02-14
Unknown/Missing,6967,2021-02-12,2021-02-14
Other,24,2021-02-12,2021-02-14
Female,558562,2021-02-11,2021-02-13
Male,286732,2021-02-11,2021-02-13
Unknown/Missing,6686,2021-02-11,2021-02-13
Other,22,2021-02-11,2021-02-13
Female,531329,2021-02-10,2021-02-12
Male,271053,2021-02-10,2021-02-12
Unknown/Missing,6423,2021-02-10,2021-02-12
Other,22,2021-02-10,2021-02-12
Male,259471,2021-02-09,2021-02-11
Female,511653,2021-02-09,2021-02-11
Unknown/Missing,6313,2021-02-09,2021-02-11
Other,22,2021-02-09,2021-02-11
Female,496750,2021-02-08,2021-02-10
Male,250083,2021-02-08,2021-02-10
Unknown/Missing,6165,2021-02-08,2021-02-10
Other,21,2021-02-08,2021-02-10
Male,242775,2021-02-07,2021-02-09
Female,483511,2021-02-07,2021-02-09
Unknown/Missing,5910,2021-02-07,2021-02-09
Other,20,2021-02-07,2021-02-09
Male,241073,2021-02-06,2021-02-08
Female,480495,2021-02-06,2021-02-08
Unknown/Missing,5887,2021-02-06,2021-02-08
Other,20,2021-02-06,2021-02-08
Female,470034,2021-02-05,2021-02-07
Male,235940,2021-02-05,2021-02-07
Unknown/Missing,5684,2021-02-05,2021-02-07
Other,20,2021-02-05,2021-02-07
Male,222033,2021-02-04,2021-02-06
Female,446288,2021-02-04,2021-02-06
Unknown/Missing,5245,2021-02-04,2021-02-06
Other,20,2021-02-04,2021-02-06
Female,423996,2021-02-03,2021-02-05
Male,207963,2021-02-03,2021-02-05
Unknown/Missing,5036,2021-02-03,2021-02-05
Other,20,2021-02-03,2021-02-05
Female,404340,2021-02-02,2021-02-04
Male,195773,2021-02-02,2021-02-04
Unknown/Missing,4733,2021-02-02,2021-02-04
Other,18,2021-02-02,2021-02-04
Male,187432,2021-02-01,2021-02-03
Female,390379,2021-02-01,2021-02-03
Unknown/Missing,4566,2021-02-01,2021-02-03
Other,18,2021-02-01,2021-02-03
Female,379771,2021-01-31,2021-02-02
Male,181363,2021-01-31,2021-02-02
Unknown/Missing,4453,2021-01-31,2021-02-02
Other,16,2021-01-31,2021-02-02
Female,375079,2021-01-30,2021-02-01
Male,179856,2021-01-30,2021-02-01
Unknown/Missing,4432,2021-01-30,2021-02-01
Other,16,2021-01-30,2021-02-01
Female,357139,2021-01-29,2021-01-31
Male,169862,2021-01-29,2021-01-31
Unknown/Missing,4032,2021-01-29,2021-01-31
Other,15,2021-01-29,2021-01-31
Female,328906,2021-01-28,2021-01-30
Male,155460,2021-01-28,2021-01-30
Unknown/Missing,3979,2021-01-28,2021-01-30
Other,15,2021-01-28,2021-01-30
Female,300304,2021-01-27,2021-01-29
Male,140079,2021-01-27,2021-01-29
Unknown/Missing,3773,2021-01-27,2021-01-29
Other,8,2021-01-27,2021-01-29
Female,276386,2021-01-26,2021-01-28
Male,127029,2021-01-26,2021-01-28
Unknown/Missing,3640,2021-01-26,2021-01-28
Other,8,2021-01-26,2021-01-28
Female,255779,2021-01-25,2021-01-27
Male,116904,2021-01-25,2021-01-27
Unknown/Missing,3244,2021-01-25,2021-01-27
Other,7,2021-01-25,2021-01-27
Female,241226,2021-01-24,2021-01-26
Male,108833,2021-01-24,2021-01-26
Unknown/Missing,3047,2021-01-24,2021-01-26
Other,7,2021-01-24,2021-01-26
Female,229822,2021-01-22,2021-01-25
Male,102705,2021-01-22,2021-01-25
Unknown/Missing,2943,2021-01-22,2021-01-25
Other,7,2021-01-22,2021-01-25
Female,213518,2021-01-21,2021-01-24
Male,95232,2021-01-21,2021-01-24
Unknown/Missing,2843,2021-01-21,2021-01-24
Other,7,2021-01-21,2021-01-24
Female,198703,2021-01-20,2021-01-23
Male,88394,2021-01-20,2021-01-23
Unknown/Missing,2742,2021-01-20,2021-01-23
Other,7,2021-01-20,2021-01-23
Female,180705,2021-01-19,2021-01-22
Male,81024,2021-01-19,2021-01-22
Unknown/Missing,2539,2021-01-19,2021-01-22
Other,7,2021-01-19,2021-01-22
Female,167961,2021-01-18,2021-01-21
Male,76017,2021-01-18,2021-01-21
Unknown/Missing,2379,2021-01-18,2021-01-21
Other,7,2021-01-18,2021-01-21
Female,163506,2021-01-17,2021-01-20
Male,74024,2021-01-17,2021-01-20
Unknown/Missing,2373,2021-01-17,2021-01-20
Other,7,2021-01-17,2021-01-20
Female,162885,2021-01-16,2021-01-19
Male,73672,2021-01-16,2021-01-19
Unknown/Missing,2371,2021-01-16,2021-01-19
Other,7,2021-01-16,2021-01-19
Female,158737,2021-01-15,2021-01-18
Male,71865,2021-01-15,2021-01-18
Unknown/Missing,2343,2021-01-15,2021-01-18
Other,7,2021-01-15,2021-01-18
Female,150599,2021-01-14,2021-01-17
Male,68296,2021-01-14,2021-01-17
Unknown/Missing,2281,2021-01-14,2021-01-17
Other,7,2021-01-14,2021-01-17
Female,140675,2021-01-13,2021-01-16
Male,63650,2021-01-13,2021-01-16
Unknown/Missing,2227,2021-01-13,2021-01-16
Other,7,2021-01-13,2021-01-16
Female,127440,2021-01-12,2021-01-15
Male,57687,2021-01-12,2021-01-15
Unknown/Missing,1942,2021-01-12,2021-01-15
Other,5,2021-01-12,2021-01-15
Male,51912,NA,2021-01-14
Other,5,NA,2021-01-14
Unknown/Missing,1815,NA,2021-01-14
Female,115684,NA,2021-01-14
Male,47469,NA,2021-01-13
Female,106645,NA,2021-01-13
Unknown/Missing,1681,NA,2021-01-13
Other,5,NA,2021-01-13
Female,104567,NA,2021-01-12
Male,46597,NA,2021-01-12
Other,5,NA,2021-01-12
Unknown/Missing,1680,NA,2021-01-12
Female,100969,NA,2021-01-11
Male,45043,NA,2021-01-11
Other,5,NA,2021-01-11
Unknown/missing,1628,NA,2021-01-11
Female,90281,NA,2021-01-10
Male,40498,NA,2021-01-10
Other,5,NA,2021-01-10
Unknown/missing,1496,NA,2021-01-10
Female,81948,NA,2021-01-09
Male,36384,NA,2021-01-09
Other,4,NA,2021-01-09
Unknown/missing,1408,NA,2021-01-09
Female,71117,NA,2021-01-08
Male,31769,NA,2021-01-08
Other,4,NA,2021-01-08
Unknown/missing,1336,NA,2021-01-08
Female,62425,NA,2021-01-07
Male,27623,NA,2021-01-07
Other,4,NA,2021-01-07
Unknown/missing,1122,NA,2021-01-07
Female,55992,NA,2021-01-06
Male,24314,NA,2021-01-06
Other,4,NA,2021-01-06
Unknown/missing,857,NA,2021-01-06
Female,55759,NA,2021-01-05
Male,24239,NA,2021-01-05
Other,4,NA,2021-01-05
Unknown/missing,855,NA,2021-01-05
Female,54003,NA,2021-01-04
Male,23541,NA,2021-01-04
Other,4,NA,2021-01-04
Unknown/missing,854,NA,2021-01-04
Female,39135,NA,2021-01-02
Male,17240,NA,2021-01-02
Other,2,NA,2021-01-02
Unknown/missing,640,NA,2021-01-02
Female,30513,NA,2020-12-31
Male,13635,NA,2020-12-31
Other,2,NA,2020-12-31
Unknown/missing,488,NA,2020-12-31
Female,25891,NA,2020-12-30
Male,11978,NA,2020-12-30
Other,2,NA,2020-12-30
Unknown/missing,413,NA,2020-12-30
